as_of,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612
10/13/2013,43.7508,151.257,393.489,31.0784,2520.51,51.5013,82.1389,52.9912,57.607,63.7064,43.8148,108.519
10/14/2013,43.6383,152.004,395.996,31.2405,2535.73,51.7184,82.2832,53.1394,57.8907,63.97,43.9372,108.824
10/15/2013,43.3009,151.008,393.489,30.9605,2520.51,51.3462,81.8023,52.68,57.5622,63.5165,43.6398,107.807
10/16/2013,43.8633,152.876,397.912,31.3289,2550.94,52.0595,82.6679,53.3765,58.4284,64.4025,44.1997,109.332
10/17/2013,44.2007,153.872,399.387,31.4468,2561.09,52.4162,83.3412,53.9099,58.8914,64.8349,44.5147,110.043
10/18/2013,44.763,155.241,402.925,31.9036,2571.23,52.7574,83.5816,54.147,59.922,65.2674,44.6547,110.856
10/19/2013,44.763,155.241,402.925,31.9036,2571.23,52.7574,83.5816,54.147,59.922,65.2674,44.6547,110.856
10/20/2013,44.763,155.241,402.925,31.9036,2571.23,52.7574,83.5816,54.147,59.922,65.2674,44.6547,110.856
10/21/2013,44.6506,155.739,403.515,31.9626,2571.23,52.7729,83.7259,54.147,59.7876,65.2674,44.6547,110.653
10/22/2013,44.988,156.362,405.136,32.1099,2586.44,53.0675,84.2549,54.31,59.9817,65.6471,44.8646,110.856
10/23/2013,44.8755,155.117,403.515,31.8152,2576.3,52.8194,84.0145,54.2211,60.0415,65.3412,44.6721,110.144
10/24/2013,45.2129,156.237,405.431,31.83,2581.37,52.99,84.2549,54.1915,60.2655,65.5522,44.8296,110.551
10/25/2013,45.5503,157.233,406.316,31.8742,2591.52,53.2226,84.6396,54.5323,60.2954,65.8369,45.0221,110.653
10/26/2013,45.5503,157.233,406.316,31.8742,2591.52,53.2226,84.6396,54.5323,60.2954,65.8369,45.0221,110.653
10/27/2013,45.5503,157.233,406.316,31.8742,2591.52,53.2226,84.6396,54.5323,60.2954,65.8369,45.0221,110.653
10/28/2013,45.4378,156.86,405.284,31.9478,2596.59,53.3002,84.7839,54.799,60.1908,65.9319,45.0921,110.754
10/29/2013,45.6628,157.731,407.643,32.0952,2606.73,53.5948,85.1205,55.214,60.8181,66.301,45.3546,111.669
10/30/2013,45.2129,156.86,405.874,31.9036,2596.59,53.3467,84.7358,54.799,60.4896,65.9846,45.1096,110.957
10/31/2013,45.2129,156.237,404.399,31.83,2586.44,53.1296,84.5915,54.6805,60.1759,65.7315,44.9171,110.246
11/1/2013,45.4378,156.611,405.284,31.7857,2596.59,53.2846,84.7358,54.8287,60.4746,65.9213,45.0221,110.144
11/2/2013,45.4378,156.611,405.284,31.7857,2596.59,53.2846,84.7358,54.8287,60.4746,65.9213,45.0221,110.144
11/3/2013,45.4378,156.611,405.284,31.7857,2596.59,53.2846,84.7358,54.8287,60.4746,65.9213,45.0221,110.144
11/4/2013,45.5503,157.233,406.168,32.0805,2606.73,53.4863,85.0244,55.0361,60.5045,66.1639,45.1796,110.551
11/5/2013,45.3254,156.611,405.579,31.9184,2601.66,53.3312,84.7358,55.1102,60.4149,65.9846,45.0746,109.941
11/6/2013,45.2129,157.109,404.989,31.9626,2616.87,53.5948,85.3129,55.5844,60.5642,66.301,45.3896,110.551
11/7/2013,44.4256,154.37,399.387,31.4321,2586.44,52.897,84.4954,55.0658,59.5038,65.4467,44.9346,109.027
11/8/2013,45.3254,155.988,404.547,31.8889,2621.94,53.6103,85.1686,55.6141,60.3551,66.3221,45.5645,110.449
11/9/2013,45.3254,155.988,404.547,31.8889,2621.94,53.6103,85.1686,55.6141,60.3551,66.3221,45.5645,110.449
11/10/2013,45.3254,155.988,404.547,31.8889,2621.94,53.6103,85.1686,55.6141,60.3551,66.3221,45.5645,110.449
11/11/2013,45.3254,156.362,405.284,31.9036,2627.02,53.6413,85.1686,55.54,60.3103,66.3643,45.582,110.551
11/12/2013,45.3254,156.113,404.104,31.8889,2616.87,53.5173,85.0244,55.5696,60.2356,66.2166,45.4945,110.449
11/13/2013,45.7752,157.98,407.495,32.1689,2637.16,53.967,85.6014,55.9401,60.8779,66.7757,45.8445,111.567
11/14/2013,45.7752,159.1,408.97,32.2426,2642.23,54.2461,85.9862,56.192,61.0123,67.1026,46.037,112.177
11/15/2013,45.6628,159.723,411.771,32.4047,2652.37,54.4787,86.2747,56.4735,61.2662,67.3874,46.212,112.583
11/16/2013,45.6628,159.723,411.771,32.4047,2652.37,54.4787,86.2747,56.4735,61.2662,67.3874,46.212,112.583
11/17/2013,45.6628,159.723,411.771,32.4047,2652.37,54.4787,86.2747,56.4735,61.2662,67.3874,46.212,112.583
11/18/2013,45.5503,158.478,409.412,32.0952,2647.3,54.2771,86.1304,56.3105,60.8629,67.1448,46.142,112.075
11/19/2013,45.2129,157.98,408.822,31.9478,2642.23,54.1686,86.0343,56.3105,60.5941,67.0182,46.107,111.567
11/20/2013,45.1004,157.607,408.527,31.83,2632.09,53.9825,85.6976,56.1623,60.5344,66.7757,45.932,111.059
11/21/2013,45.5503,159.349,412.95,32.1689,2652.37,54.4167,86.2266,56.5476,61.2065,67.3241,46.317,112.075
11/22/2013,45.8877,160.345,416.488,32.3605,2667.59,54.6959,86.6114,56.681,61.55,67.6722,46.5269,112.38
11/23/2013,45.8877,160.345,416.488,32.3605,2667.59,54.6959,86.6114,56.681,61.55,67.6722,46.5269,112.38
11/24/2013,45.8877,160.345,416.488,32.3605,2667.59,54.6959,86.6114,56.681,61.55,67.6722,46.5269,112.38
11/25/2013,45.7752,160.096,416.488,32.3015,2667.59,54.6338,86.419,56.5476,61.535,67.5878,46.4044,111.872
11/26/2013,45.8877,160.968,416.931,32.4047,2667.59,54.6493,86.3709,56.6217,61.774,67.5984,46.3344,112.177
11/27/2013,45.8877,161.59,418.258,32.4489,2672.66,54.7889,86.4671,56.7403,61.8188,67.7882,46.4044,112.38
11/28/2013,45.8877,161.59,418.258,32.4489,2672.66,54.7889,86.4671,56.7403,61.8188,67.7882,46.4044,112.38
11/29/2013,45.7752,161.466,418.405,32.3899,2672.66,54.7424,86.419,56.6662,61.7292,67.7355,46.3694,112.38
11/30/2013,45.7752,161.466,418.405,32.3899,2672.66,54.7424,86.419,56.6662,61.7292,67.7355,46.3694,112.38
12/1/2013,45.7752,161.466,418.405,32.3899,2672.66,54.7424,86.419,56.6662,61.7292,67.7355,46.3694,112.38
12/2/2013,45.6628,161.217,417.815,32.2868,2667.59,54.6028,85.9862,56.3994,61.4902,67.5562,46.2995,111.973
12/3/2013,45.3254,160.345,415.899,32.2131,2657.44,54.4322,85.7938,56.2661,61.1766,67.3452,46.072,111.669
12/4/2013,45.2129,160.719,414.572,32.2278,2647.3,54.3702,85.6014,56.0438,61.1019,67.2714,46.002,111.364
12/5/2013,45.1004,160.594,414.277,32.1689,2637.16,54.1376,85.3129,55.7919,60.9824,66.9866,45.792,110.856
12/6/2013,45.5503,162.088,417.668,32.3899,2667.59,54.7579,86.2747,56.5625,61.7441,67.746,46.3344,112.075
12/7/2013,45.5503,162.088,417.668,32.3899,2667.59,54.7579,86.2747,56.5625,61.7441,67.746,46.3344,112.075
12/8/2013,45.5503,162.088,417.668,32.3899,2667.59,54.7579,86.2747,56.5625,61.7441,67.746,46.3344,112.075
12/9/2013,45.5503,162.711,418.258,32.4783,2667.59,54.8577,86.3228,56.5032,61.8188,67.862,46.4219,112.177
12/10/2013,45.4378,162.586,417.226,32.4047,2662.52,54.6847,86.0343,56.1327,61.5201,67.6511,46.3344,111.973
12/11/2013,44.988,160.719,412.213,31.9626,2637.16,54.0554,85.1686,55.5252,60.9376,66.8917,45.792,110.957
12/12/2013,44.8755,160.47,411.034,31.8742,2627.02,53.8666,84.9282,55.1399,60.7733,66.6596,45.6345,110.348
12/13/2013,44.988,160.594,411.771,31.9478,2627.02,53.8666,84.832,55.0806,60.9623,66.6536,45.6101,110.551
12/14/2013,44.988,160.594,411.771,31.9478,2627.02,53.8666,84.832,55.0806,60.9623,66.6536,45.6101,110.551
12/15/2013,44.988,160.594,411.771,31.9478,2627.02,53.8666,84.832,55.0806,60.9623,66.6536,45.6101,110.551
12/16/2013,45.4378,161.59,413.982,32.206,2642.23,54.2127,85.2167,55.4362,61.2805,67.0778,45.9091,111.364
12/17/2013,45.1004,161.217,413.245,32.189,2632.09,54.0397,84.9282,55.3473,61.1744,66.8657,45.6662,111.017
12/18/2013,45.8877,163.831,419.29,32.5809,2674.59,54.9364,86.2266,56.4291,62.3261,67.9793,46.451,113.064
12/19/2013,45.8877,163.707,419.584,32.5639,2674.59,54.9207,86.2266,56.681,62.4322,67.9581,46.4883,113.064
12/20/2013,46.3376,164.827,422.43,32.7854,2679.7,55.1881,86.4671,56.8674,63.0231,68.2762,46.6565,113.678
12/21/2013,46.3376,164.827,422.43,32.7854,2679.7,55.1881,86.4671,56.8674,63.0231,68.2762,46.6565,113.678
12/22/2013,46.3376,164.827,422.43,32.7854,2679.7,55.1881,86.4671,56.8674,63.0231,68.2762,46.6565,113.678
12/23/2013,46.675,165.823,424.468,33.0751,2695.04,55.487,86.7556,57.0361,63.1898,68.658,46.862,114.292
12/24/2013,46.8999,166.445,425.408,33.1944,2705.27,55.6601,87.0923,57.2662,63.3111,68.8595,47.0489,114.701
12/25/2013,46.8999,166.445,425.408,33.1944,2705.27,55.6601,87.0923,57.2662,63.3111,68.8595,47.0489,114.701
12/26/2013,47.0124,167.317,426.975,33.2795,2715.5,55.9118,87.5465,57.5882,63.599,69.1882,47.2731,115.11
12/27/2013,47.0124,167.317,426.662,33.3307,2720.61,55.9118,87.5947,57.6802,63.5535,69.1777,47.3105,115.315
12/28/2013,47.0124,167.317,426.662,33.3307,2720.61,55.9118,87.5947,57.6802,63.5535,69.1777,47.3105,115.315
12/29/2013,47.0124,167.317,426.662,33.3307,2720.61,55.9118,87.5947,57.6802,63.5535,69.1777,47.3105,115.315
12/30/2013,47.1249,167.73,426.975,33.3647,2720.61,55.896,87.6429,57.8183,63.6141,69.167,47.2975,115.417
12/31/2013,47.1249,168.623,428.386,33.5351,2730.84,56.1163,87.9322,57.941,63.902,69.4534,47.4665,115.826
1/1/2014,47.1249,168.623,428.386,33.5351,2730.84,56.1163,87.9322,57.941,63.902,69.4534,47.4665,115.826
1/2/2014,46.675,167.093,424.781,33.2114,2705.27,55.6286,87.1126,57.3275,63.3565,68.8489,47.0159,114.599
1/3/2014,46.675,167.093,424.468,33.1603,2705.27,55.6129,87.1126,57.3889,63.1898,68.8277,47.0722,114.701
1/4/2014,46.675,167.093,424.468,33.1603,2705.27,55.6129,87.1126,57.3889,63.1898,68.8277,47.0722,114.701
1/5/2014,46.675,167.093,424.468,33.1603,2705.27,55.6129,87.1126,57.3889,63.1898,68.8277,47.0722,114.701
1/6/2014,46.4501,165.819,422.273,33.041,2700.16,55.4713,86.8234,57.0821,62.7807,68.6474,46.9783,114.189
1/7/2014,46.675,167.221,424.938,33.3307,2715.5,55.8174,87.209,57.5115,63.3717,69.0716,47.2412,114.803
1/8/2014,46.5625,167.348,426.192,33.3477,2710.38,55.8174,87.0162,57.4502,63.4777,69.0716,47.1848,114.905
1/9/2014,46.7875,167.348,426.505,33.2284,2715.5,55.8331,87.0162,57.5422,63.5535,69.1034,47.2599,115.11
1/10/2014,46.7875,167.73,428.073,33.3818,2710.38,55.9747,87.209,57.8029,63.6747,69.2625,47.3914,115.519
1/11/2014,46.7875,167.73,428.073,33.3818,2710.38,55.9747,87.209,57.8029,63.6747,69.2625,47.3914,115.519
1/12/2014,46.7875,167.73,428.073,33.3818,2710.38,55.9747,87.209,57.8029,63.6747,69.2625,47.3914,115.519
1/13/2014,46.2251,166.328,422.273,33.058,2679.7,55.2668,86.4377,56.9748,62.7958,68.3929,46.8844,114.189
1/14/2014,46.7875,168.623,428.386,33.4159,2700.16,55.8646,87.0644,57.5882,63.7202,69.1352,47.3163,115.315
1/15/2014,47.1249,169.387,429.954,33.5692,2715.5,56.1635,87.4501,57.9563,64.1596,69.4958,47.6355,115.724
1/16/2014,46.8999,169.387,430.11,33.6374,2705.27,56.0848,87.3537,57.941,64.1293,69.4004,47.5979,115.724
1/17/2014,46.675,169.26,428.856,33.6033,2695.04,55.8646,87.0644,57.7109,63.993,69.1352,47.4289,115.11
1/18/2014,46.675,169.26,428.856,33.6033,2695.04,55.8646,87.0644,57.7109,63.993,69.1352,47.4289,115.11
1/19/2014,46.675,169.26,428.856,33.6033,2695.04,55.8646,87.0644,57.7109,63.993,69.1352,47.4289,115.11
1/20/2014,46.675,169.26,428.856,33.6033,2695.04,55.8646,87.0644,57.7109,63.993,69.1352,47.4289,115.11
1/21/2014,46.5625,169.642,431.678,33.8078,2700.16,56.0219,87.209,57.6649,64.099,69.3261,47.5791,115.622
1/22/2014,46.7875,170.152,433.089,33.893,2705.27,56.0534,87.1608,57.6342,64.2506,69.3792,47.6167,116.133
1/23/2014,46.3376,168.368,431.051,33.6203,2679.7,55.5657,86.6787,56.9901,63.5383,68.764,47.2036,115.315
1/24/2014,44.8755,164.162,422.587,33.0751,2628.56,54.4015,85.1361,55.8705,61.9776,67.3217,46.2836,112.552
1/25/2014,44.8755,164.162,422.587,33.0751,2628.56,54.4015,85.1361,55.8705,61.9776,67.3217,46.2836,112.552
1/26/2014,44.8755,164.162,422.587,33.0751,2628.56,54.4015,85.1361,55.8705,61.9776,67.3217,46.2836,112.552
1/27/2014,44.4256,163.269,418.825,32.9217,2618.33,54.134,84.9432,55.6252,61.4017,66.993,46.0958,111.938
1/28/2014,44.988,164.162,422.743,33.1773,2633.67,54.4644,85.1843,56.1773,62.3261,67.4066,46.3775,113.064
1/29/2014,44.3131,163.142,419.138,32.8365,2602.99,53.9138,84.654,55.7325,61.5684,66.7279,46.0019,112.143
1/30/2014,44.763,165.819,425.095,33.3307,2633.67,54.5274,85.4735,56.1926,62.4928,67.4808,46.4338,112.961
1/31/2014,44.5381,164.289,422.743,33.1432,2613.22,54.1813,85.1361,55.8245,62.22,67.046,46.1334,112.347
2/1/2014,44.5381,164.289,422.743,33.1432,2613.22,54.1813,85.1361,55.8245,62.22,67.046,46.1334,112.347
2/2/2014,44.5381,164.289,422.743,33.1432,2613.22,54.1813,85.1361,55.8245,62.22,67.046,46.1334,112.347
2/3/2014,43.3009,160.211,413.652,32.4446,2556.97,52.9384,83.4488,54.4136,60.5077,65.5189,45.1194,109.687
2/4/2014,43.5258,161.613,417.727,32.8365,2577.42,53.3317,83.7862,54.7203,61.0229,66.0173,45.3635,110.506
2/5/2014,43.6383,161.23,416.16,32.6831,2572.31,53.2531,83.6416,54.5823,60.8562,65.9006,45.326,110.71
2/6/2014,44.2007,163.652,421.646,33.0239,2597.88,53.9453,84.5576,55.1651,61.7654,66.7597,45.8142,112.45
2/7/2014,44.8755,165.819,428.229,33.3136,2628.56,54.6532,85.4253,55.8552,62.6595,67.6505,46.3399,113.78
2/8/2014,44.8755,165.819,428.229,33.3136,2628.56,54.6532,85.4253,55.8552,62.6595,67.6505,46.3399,113.78
2/9/2014,44.8755,165.819,428.229,33.3136,2628.56,54.6532,85.4253,55.8552,62.6595,67.6505,46.3399,113.78
2/10/2014,44.763,166.328,429.954,33.3818,2628.56,54.7476,85.5699,55.9472,62.7049,67.7566,46.3587,113.575
2/11/2014,45.3254,167.73,434.343,33.7056,2654.13,55.3454,86.4377,56.4533,63.3868,68.5095,46.922,114.905
2/12/2014,45.3254,168.24,435.44,33.7908,2654.13,55.3611,86.5341,56.576,63.3717,68.5201,46.922,115.008
2/13/2014,45.7752,169.387,438.575,33.9782,2669.47,55.6915,86.7752,56.8367,63.508,68.9231,47.0722,115.724
2/14/2014,45.8877,170.152,439.358,34.1145,2689.93,55.959,87.3537,56.9594,63.8111,69.2625,47.3163,116.543
2/15/2014,45.8877,170.152,439.358,34.1145,2689.93,55.959,87.3537,56.9594,63.8111,69.2625,47.3163,116.543
2/16/2014,45.8877,170.152,439.358,34.1145,2689.93,55.959,87.3537,56.9594,63.8111,69.2625,47.3163,116.543
2/17/2014,45.8877,170.152,439.358,34.1145,2689.93,55.959,87.3537,56.9594,63.8111,69.2625,47.3163,116.543
2/18/2014,45.8877,170.662,441.71,34.302,2689.93,56.0376,87.209,56.8521,64.1445,69.3579,47.3726,116.85
2/19/2014,45.7752,169.897,439.515,34.1486,2669.47,55.6758,86.727,56.5453,63.705,68.9125,47.0722,116.031
2/20/2014,46.1127,170.662,442.65,34.4212,2684.81,56.0219,87.209,56.9288,64.2051,69.3367,47.3914,116.952
2/21/2014,46.0002,170.534,442.807,34.4553,2679.7,55.9118,87.0162,56.8981,64.0687,69.2095,47.2975,116.85
2/22/2014,46.0002,170.534,442.807,34.4553,2679.7,55.9118,87.0162,56.8981,64.0687,69.2095,47.2975,116.85
2/23/2014,46.0002,170.534,442.807,34.4553,2679.7,55.9118,87.0162,56.8981,64.0687,69.2095,47.2975,116.85
2/24/2014,46.2251,171.681,446.098,34.6939,2695.04,56.2579,87.3055,57.1895,64.69,69.6443,47.5791,117.668
2/25/2014,46.0002,171.809,445.315,34.5405,2684.81,56.195,87.1126,57.2048,64.8567,69.5488,47.4665,117.668
2/26/2014,46.3376,171.936,445.628,34.6428,2684.81,56.195,87.209,57.1741,64.9779,69.5594,47.504,117.873
2/27/2014,46.5625,172.956,447.666,34.8813,2700.16,56.4781,87.5947,57.4655,65.2355,69.92,47.7669,118.589
2/28/2014,46.675,173.466,447.196,34.9324,2710.38,56.6354,88.0286,57.7569,65.2658,70.1109,47.9547,119.203
3/1/2014,46.675,173.466,447.196,34.9324,2710.38,56.6354,88.0286,57.7569,65.2658,70.1109,47.9547,119.203
3/2/2014,46.1127,173.466,447.196,34.9324,2710.38,56.6354,88.0286,57.7569,65.2658,70.1109,47.9547,119.203
3/3/2014,46.1127,172.319,443.591,34.6768,2689.93,56.2264,87.3537,57.2508,64.69,69.6019,47.5416,118.282
3/4/2014,46.7875,174.74,449.86,35.1369,2725.73,57.0917,88.5107,58.079,65.7356,70.6624,48.2363,120.124
3/5/2014,46.7875,174.995,449.233,35.1881,2730.84,57.0917,88.4143,57.9716,65.8114,70.673,48.2363,120.021
3/6/2014,46.7875,175.633,449.547,35.3414,2735.95,57.2018,88.7035,58.171,65.7962,70.8109,48.3677,120.431
3/7/2014,46.8999,175.378,449.233,35.2733,2735.95,57.2333,88.6071,58.2784,65.8871,70.8533,48.4428,120.431
3/8/2014,46.8999,175.378,449.233,35.2733,2735.95,57.2333,88.6071,58.2784,65.8871,70.8533,48.4428,120.431
3/9/2014,46.8999,175.378,449.233,35.2733,2735.95,57.2333,88.6071,58.2784,65.8871,70.8533,48.4428,120.431
3/10/2014,46.7875,174.995,449.547,35.1881,2735.95,57.2175,88.5107,58.2324,65.7962,70.8214,48.4053,120.124
3/11/2014,46.5625,173.721,447.039,34.9665,2720.61,56.9186,88.2214,58.1097,65.5235,70.4609,48.1236,119.305
3/12/2014,46.4501,173.848,447.039,35.0006,2715.5,56.9501,88.2214,58.033,65.6598,70.5033,48.1424,119.305
3/13/2014,45.7752,171.554,442.18,34.5916,2689.93,56.2893,87.4501,57.4962,64.7203,69.6867,47.6355,117.873
3/14/2014,45.6628,170.917,441.083,34.5916,2684.81,56.132,87.2572,57.3582,64.3263,69.4958,47.504,117.566
3/15/2014,45.6628,170.917,441.083,34.5916,2684.81,56.132,87.2572,57.3582,64.3263,69.4958,47.504,117.566
3/16/2014,45.6628,170.917,441.083,34.5916,2684.81,56.132,87.2572,57.3582,64.3263,69.4958,47.504,117.566
3/17/2014,46.0002,172.574,445.001,34.7961,2705.27,56.6669,87.9804,57.9716,65.0537,70.1639,47.9359,118.589
3/18/2014,46.4501,174.103,448.92,35.0517,2720.61,57.076,88.4143,58.263,65.5235,70.673,48.2363,119.612
3/19/2014,46.2251,172.701,446.569,34.8473,2710.38,56.7298,87.8357,57.7456,65.0688,70.2382,47.9734,118.998
3/20/2014,46.4501,173.466,447.352,34.8813,2725.73,57.076,88.1732,57.9147,65.2204,70.6624,48.3302,119.612
3/21/2014,46.1127,172.701,442.493,34.8302,2725.73,56.9029,88.3178,57.7456,64.5839,70.4503,48.1988,119.612
3/22/2014,46.1127,172.701,442.493,34.8302,2725.73,56.9029,88.3178,57.7456,64.5839,70.4503,48.1988,119.612
3/23/2014,46.1127,172.701,442.493,34.8302,2725.73,56.9029,88.3178,57.7456,64.5839,70.4503,48.1988,119.612
3/24/2014,45.7752,171.554,438.731,34.4894,2715.5,56.6354,88.1732,57.4842,63.902,70.1109,48.1049,118.794
3/25/2014,46.0002,171.681,439.358,34.6087,2730.84,56.8872,88.7035,57.6687,63.8263,70.4291,48.4241,119.51
3/26/2014,45.5503,170.279,437.007,34.319,2720.61,56.4939,88.3178,57.4689,63.0231,69.9306,48.18,118.487
3/27/2014,45.5503,169.642,435.91,34.2849,2715.5,56.3837,88.4625,57.2075,62.6898,69.814,48.0658,118.487
3/28/2014,45.7752,170.789,436.85,34.4724,2735.95,56.6512,88.9533,57.5611,62.9171,70.1427,48.3674,119.51
3/29/2014,45.7752,170.789,436.85,34.4724,2735.95,56.6512,88.9533,57.5611,62.9171,70.1427,48.3674,119.51
3/30/2014,45.7752,170.789,436.85,34.4724,2735.95,56.6512,88.9533,57.5611,62.9171,70.1427,48.3674,119.51
3/31/2014,46.2251,172.701,441.083,34.6768,2756.41,57.1074,89.4865,58.13,63.3717,70.7048,48.7632,120.533
4/1/2014,46.675,174.613,445.471,35.0517,2766.64,57.5164,89.8259,58.3452,64.2051,71.2032,49.0271,121.249
4/2/2014,47.0124,175.123,446.569,35.1199,2776.86,57.6895,90.0682,58.5297,64.4476,71.4153,49.1779,121.659
4/3/2014,46.8999,174.995,445.158,35.1029,2781.98,57.6266,90.1167,58.4067,64.1445,71.3411,49.2722,121.556
4/4/2014,46.0002,171.809,438.104,34.6768,2751.29,56.9029,89.4865,57.8378,62.6443,70.4482,48.8198,120.226
4/5/2014,46.0002,171.809,438.104,34.6768,2751.29,56.9029,89.4865,57.8378,62.6443,70.4482,48.8198,120.226
4/6/2014,46.0002,171.809,438.104,34.6768,2751.29,56.9029,89.4865,57.8378,62.6443,70.4482,48.8198,120.226
4/7/2014,45.3254,168.877,433.559,34.1486,2720.61,56.2893,88.8079,57.3612,61.6745,69.6918,48.2732,118.691
4/8/2014,45.3254,169.77,435.126,34.4894,2715.5,56.5096,89.1472,57.4996,62.1291,69.9688,48.4051,119.203
4/9/2014,46.0002,171.681,440.769,34.8473,2751.29,57.1389,89.8259,58.0223,63.0838,70.7464,48.9329,120.431
4/10/2014,44.763,167.603,429.797,34.1145,2695.04,55.9432,88.5655,57.023,61.1593,69.2657,47.915,117.975
4/11/2014,44.3131,166.073,424.938,33.6715,2674.59,55.4241,87.9838,56.4542,60.4319,68.6159,47.5192,116.952
4/12/2014,44.3131,166.073,424.938,33.6715,2674.59,55.4241,87.9838,56.4542,60.4319,68.6159,47.5192,116.952
4/13/2014,44.3131,166.073,424.938,33.6715,2674.59,55.4241,87.9838,56.4542,60.4319,68.6159,47.5192,116.952
4/14/2014,44.5381,167.603,428.7,33.9612,2689.93,55.8803,88.517,56.7924,60.9926,69.1805,47.8019,118.077
4/15/2014,44.763,168.368,431.364,34.1827,2700.16,56.2579,88.9533,57.2536,61.3714,69.6492,48.047,118.691
4/16/2014,45.4378,170.662,435.283,34.5405,2725.73,56.84,89.7289,57.884,62.3261,70.3736,48.4994,119.715
4/17/2014,45.6628,170.917,436.067,34.6598,2730.84,56.9186,89.9713,58.0685,62.2958,70.4801,48.5936,119.817
4/18/2014,45.6628,170.917,436.067,34.6598,2730.84,56.9186,89.9713,58.0685,62.2958,70.4801,48.5936,119.817
4/19/2014,45.6628,170.917,436.067,34.6598,2730.84,56.9186,89.9713,58.0685,62.2958,70.4801,48.5936,119.817
4/20/2014,45.6628,170.917,436.067,34.6598,2730.84,56.9186,89.9713,58.0685,62.2958,70.4801,48.5936,119.817
4/21/2014,45.7752,171.936,438.261,34.8132,2741.07,57.1389,90.1167,58.2222,62.4625,70.7464,48.8198,120.124
4/22/2014,46.0002,173.976,442.493,34.9324,2746.18,57.3749,90.3106,58.1914,62.9322,71.0341,48.9517,120.431
4/23/2014,45.8877,173.466,440.769,34.8302,2751.29,57.249,90.1652,58.0531,62.5534,70.8849,49.0271,120.431
4/24/2014,45.5503,173.721,441.396,34.9154,2751.29,57.3434,90.1652,57.9455,62.5079,71.0128,49.0083,120.328
4/25/2014,45.1004,171.809,435.753,34.5235,2730.84,56.8872,89.8743,57.5611,61.5532,70.4375,48.6878,119.101
4/26/2014,45.1004,171.809,435.753,34.5235,2730.84,56.8872,89.8743,57.5611,61.5532,70.4375,48.6878,119.101
4/27/2014,45.1004,171.809,435.753,34.5235,2730.84,56.8872,89.8743,57.5611,61.5532,70.4375,48.6878,119.101
4/28/2014,45.2129,171.809,434.813,34.4383,2741.07,57.076,90.5045,57.8532,61.432,70.6719,48.9706,118.896
4/29/2014,45.2129,172.701,437.477,34.4894,2751.29,57.3434,90.6984,57.638,62.0988,71.0021,49.2722,119.408
4/30/2014,45.4378,173.338,439.358,34.7961,2751.29,57.5164,90.9893,57.9608,62.1897,71.2258,49.3476,119.817
5/1/2014,45.4378,173.593,441.239,34.8984,2756.41,57.5164,90.8923,57.8532,62.2958,71.2152,49.2722,120.021
5/2/2014,45.5503,173.848,440.769,34.8813,2751.29,57.4378,90.6984,57.8532,62.2503,71.1193,49.1968,120.124
5/3/2014,45.5503,173.848,440.769,34.8813,2751.29,57.4378,90.6984,57.8532,62.2503,71.1193,49.1968,120.124
5/4/2014,45.5503,173.848,440.769,34.8813,2751.29,57.4378,90.6984,57.8532,62.2503,71.1193,49.1968,120.124
5/5/2014,45.6628,174.358,442.807,34.9836,2751.29,57.5479,90.8438,57.9301,62.3715,71.2578,49.1968,120.124
5/6/2014,45.2129,172.956,439.985,34.6598,2725.73,57.0288,90.2621,57.6072,61.7654,70.6186,48.8763,118.998
5/7/2014,45.4378,173.466,439.985,34.9154,2746.18,57.3749,90.9893,57.8532,61.7654,71.0447,49.1968,119.817
5/8/2014,45.3254,172.829,438.731,34.745,2741.07,57.3119,90.9408,57.9762,61.7048,70.9702,49.1591,119.408
5/9/2014,45.1004,172.956,440.456,34.8643,2741.07,57.4063,90.9408,58.2376,62.0685,71.0873,49.1779,119.408
5/10/2014,45.1004,172.956,440.456,34.8643,2741.07,57.4063,90.9408,58.2376,62.0685,71.0873,49.1779,119.408
5/11/2014,45.1004,172.956,440.456,34.8643,2741.07,57.4063,90.9408,58.2376,62.0685,71.0873,49.1779,119.408
5/12/2014,45.6628,174.995,446.412,35.4096,2761.52,57.9569,91.4256,58.7603,62.8716,71.7798,49.5361,120.84
5/13/2014,45.4378,174.485,445.942,35.3755,2761.52,58.0041,91.5225,58.7603,62.7352,71.8224,49.5926,120.738
5/14/2014,44.988,173.721,444.374,35.171,2751.29,57.7367,91.3286,58.4528,62.2958,71.5028,49.3853,120.226
5/15/2014,44.6506,172.319,440.612,34.9154,2730.84,57.2018,90.7469,57.8993,61.8109,70.8423,48.9706,119.305
5/16/2014,44.8755,173.083,442.807,35.0347,2735.95,57.4221,90.9893,58.1453,62.0836,71.1086,49.1025,119.817
5/17/2014,44.8755,173.083,442.807,35.0347,2735.95,57.4221,90.9893,58.1453,62.0836,71.1086,49.1025,119.817
5/18/2014,44.8755,173.083,442.807,35.0347,2735.95,57.4221,90.9893,58.1453,62.0836,71.1086,49.1025,119.817
5/19/2014,45.4378,173.721,445.471,35.2392,2746.18,57.6423,91.0862,58.2222,62.5534,71.3856,49.2156,120.431
5/20/2014,44.988,172.574,442.964,35.0177,2730.84,57.2805,90.6984,57.6072,61.826,70.9275,48.9329,119.612
