as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086
5/15/2000,15.306,11.3249,26.7743,11.5894,23.3277,13.3861,50.3393,44.978,48.2551,31.7456,23.0367,13.7562,25.2251,54.1567,9.82225,11.554,1113.14,58.2487
5/16/2000,15.4283,11.5583,26.8739,11.6513,23.7508,13.3962,50.3393,45.3251,49.0127,32.3335,23.5475,13.9365,25.6071,55.0813,10.1237,11.6158,1122.89,61.3372
5/17/2000,15.3282,11.4591,26.5892,11.5481,23.5816,13.2146,50.3393,44.8168,48.4715,31.6197,23.2069,13.8563,25.5505,54.4869,10.0444,11.4922,1105.01,59.7875
5/18/2000,15.306,11.3132,26.6035,11.5894,23.102,13.1844,50.3393,44.2713,47.5651,30.6959,22.785,13.656,25.4091,53.4962,9.80638,11.4819,1090.39,57.9886
5/19/2000,15.0615,11.0157,26.3615,11.3417,22.4392,13.023,50.3393,42.9696,46.2258,29.793,22.1114,13.3654,24.8432,51.9772,9.53662,11.3274,1054.64,55.8212
5/20/2000,15.0615,11.0157,26.3615,11.3417,22.4392,13.023,50.3393,42.9696,46.2258,29.793,22.1114,13.3654,24.8432,51.9772,9.53662,11.3274,1054.64,55.8212
5/21/2000,15.0615,11.0157,26.3615,11.3417,22.4392,13.023,50.3393,42.9696,46.2258,29.793,22.1114,13.3654,24.8432,51.9772,9.53662,11.3274,1054.64,55.8212
5/22/2000,14.9948,10.8815,26.4327,11.3107,22.143,13.0028,50.3393,42.4985,46.0229,29.877,21.7857,13.2051,24.6875,51.8781,9.33034,11.3378,1046.51,54.5316
5/23/2000,14.9837,10.6072,26.3899,11.3107,21.6917,12.9725,50.3393,41.7174,44.8324,28.6593,21.0528,12.8945,24.6026,50.4251,9.07645,11.3378,1035.14,50.7387
5/24/2000,15.0059,10.6656,26.5608,11.5068,21.7058,13.023,50.3393,41.8042,45.5373,29.3101,21.2009,12.8945,24.6875,51.4158,9.15579,11.3686,1038.39,51.649
5/25/2000,14.8503,10.5314,26.3046,11.3417,21.3814,12.912,50.3393,41.5439,44.962,28.4073,20.9862,12.7743,24.73,50.8544,9.13993,11.2657,1031.89,51.7465
5/26/2000,14.8392,10.5722,26.2903,11.352,21.3532,12.8515,50.3393,41.3579,44.6511,28.4073,20.9492,12.7242,24.5319,50.5902,9.15579,11.2451,1031.89,51.9091
5/27/2000,14.8392,10.5722,26.2903,11.352,21.3532,12.8515,50.3393,41.3579,44.6511,28.4073,20.9492,12.7242,24.5319,50.5902,9.15579,11.2451,1031.89,51.9091
5/28/2000,14.8392,10.5722,26.2903,11.352,21.3532,12.8515,50.3393,41.3579,44.6511,28.4073,20.9492,12.7242,24.5319,50.5902,9.15579,11.2451,1031.89,51.9091
5/29/2000,14.8392,10.5722,26.2903,11.352,21.3532,12.8515,50.3393,41.3579,44.6511,28.4073,20.9492,12.7242,24.5319,50.5902,9.15579,11.2451,1031.89,51.9091
5/30/2000,15.1059,10.9923,26.6746,11.61,22.4533,13.0633,50.3393,43.2795,46.781,30.4439,22.0373,13.165,25.4091,53.166,9.6953,11.4407,1074.14,56.7532
5/31/2000,15.1726,11.0157,26.575,11.61,22.5943,12.9725,46.189,43.1555,47.4651,30.066,21.9189,13.2352,25.31,53.8595,9.61596,11.3789,1069.26,56.5364
6/1/2000,15.3505,11.3716,26.9451,11.8061,23.37,13.2045,46.189,44.1473,48.7399,30.9058,22.785,13.5458,25.8618,55.3455,9.99679,11.6055,1098.51,60.7412
6/2/2000,15.6617,11.815,27.1586,11.9299,24.315,13.4164,46.189,45.5483,50.3724,32.3335,24.0138,13.8363,26.5833,57.2608,10.5522,11.7703,1139.14,65.5636
6/3/2000,15.6617,11.815,27.1586,11.9299,24.315,13.4164,46.189,45.5483,50.3724,32.3335,24.0138,13.8363,26.5833,57.2608,10.5522,11.7703,1139.14,65.5636
6/4/2000,15.6617,11.815,27.1586,11.9299,24.315,13.4164,46.189,45.5483,50.3724,32.3335,24.0138,13.8363,26.5833,57.2608,10.5522,11.7703,1139.14,65.5636
6/5/2000,15.495,11.6808,26.8597,11.8474,24.2021,13.1642,46.189,45.0276,49.8593,32.1446,24.0508,13.8463,26.5409,56.7985,10.5839,11.5952,1139.14,66.2897
6/6/2000,15.495,11.6049,26.7173,11.8164,24.1457,13.0835,46.189,44.668,49.5639,31.5987,23.8065,13.8163,26.2438,56.3361,10.5204,11.5746,1135.89,65.3361
6/7/2000,15.495,11.6691,26.7743,11.8371,24.4701,13.2146,46.189,44.8292,49.7039,31.9346,24.1471,13.9966,26.357,56.5343,10.6315,11.6467,1142.39,66.1055
6/8/2000,15.3505,11.6049,26.6604,11.7338,24.3714,13.0936,46.189,44.8292,49.6417,31.8086,24.0804,14.0167,26.555,56.5013,10.6156,11.5025,1127.76,65.3577
6/9/2000,15.3171,11.6458,26.6889,11.7132,24.597,13.144,46.189,44.9408,50.077,31.7876,24.3321,14.217,26.6824,56.9636,10.7743,11.5025,1140.76,66.6582
6/10/2000,15.3171,11.6458,26.6889,11.7132,24.597,13.144,46.189,44.9408,50.077,31.7876,24.3321,14.217,26.6824,56.9636,10.7743,11.5025,1140.76,66.6582
6/11/2000,15.3171,11.6458,26.6889,11.7132,24.597,13.144,46.189,44.9408,50.077,31.7876,24.3321,14.217,26.6824,56.9636,10.7743,11.5025,1140.76,66.6582
6/12/2000,15.2505,11.3891,26.6177,11.7029,24.047,13.1541,46.189,44.0606,49.1753,31.4727,23.8362,14.0968,26.3287,55.9729,10.5204,11.4098,1124.51,63.4179
6/13/2000,15.306,11.5466,26.6604,11.7545,24.3009,13.1945,46.189,45.2011,49.9526,30.3389,24.1026,14.2371,26.6399,56.7654,10.695,11.4201,1122.89,64.9676
6/14/2000,15.4505,11.4649,26.7173,11.7648,24.2727,13.2752,46.189,45.2011,49.4085,30.5279,23.9694,14.177,26.7531,56.171,10.5839,11.451,1124.51,64.5341
6/15/2000,15.4394,11.5291,26.6889,11.5791,24.4278,13.3861,46.189,45.3871,50.0304,30.5489,24.073,14.2571,26.9512,56.8315,10.6474,11.4407,1127.76,65.7479
6/16/2000,15.3171,11.5874,26.3757,11.4965,24.5688,13.2651,46.189,45.6598,50.2325,30.3179,24.0804,14.3172,26.6258,56.9966,10.7584,11.3892,1118.01,66.799
6/17/2000,15.3171,11.5874,26.3757,11.4965,24.5688,13.2651,46.189,45.6598,50.2325,30.3179,24.0804,14.3172,26.6258,56.9966,10.7584,11.3892,1118.01,66.799
6/18/2000,15.3171,11.5874,26.3757,11.4965,24.5688,13.2651,46.189,45.6598,50.2325,30.3179,24.0804,14.3172,26.6258,56.9966,10.7584,11.3892,1118.01,66.799
6/19/2000,15.3171,11.7216,26.3757,11.4655,24.865,13.487,46.189,46.4161,50.5434,30.9688,24.5246,14.4976,26.937,57.3598,10.9806,11.451,1121.26,69.1507
6/20/2000,15.306,11.7858,26.2903,11.3107,25.0484,13.5576,46.189,46.1805,50.9476,30.9688,24.7097,14.4675,26.6824,57.7891,11.0282,11.4201,1111.51,69.8876
6/21/2000,15.2171,11.815,25.9345,11.3417,25.1189,13.4971,46.189,45.9946,51.0876,31.1998,24.8503,14.5477,26.6541,57.9542,11.0917,11.3892,1108.26,70.2994
6/22/2000,15.0615,11.5058,25.5786,11.2591,24.8509,13.3256,46.189,44.9408,49.8282,30.5909,24.3099,14.2772,26.357,56.7985,10.8378,11.2863,1090.39,66.8316
6/23/2000,15.0837,11.3774,25.6925,11.2178,24.456,13.255,46.189,44.7796,49.2375,30.003,23.9842,14.227,26.1306,55.9068,10.7426,11.3069,1080.64,65.1952
6/24/2000,15.0837,11.3774,25.6925,11.2178,24.456,13.255,46.189,44.7796,49.2375,30.003,23.9842,14.227,26.1306,55.9068,10.7426,11.3069,1080.64,65.1952
6/25/2000,15.0837,11.3774,25.6925,11.2178,24.456,13.255,46.189,44.7796,49.2375,30.003,23.9842,14.227,26.1306,55.9068,10.7426,11.3069,1080.64,65.1952
6/26/2000,15.017,11.4707,25.7637,11.1663,24.5547,13.2247,46.189,45.1515,49.3618,30.4229,24.2877,14.5176,26.2438,55.9068,10.6632,11.2966,1087.14,66.0296
6/27/2000,14.9503,11.3482,25.7779,11.1972,24.2304,13.2146,46.189,44.4077,48.9576,30.3599,24.0138,14.4775,26.3287,55.319,10.568,11.2966,1088.76,64.9242
6/28/2000,15.1504,11.5349,25.9487,11.1043,24.9073,13.4063,46.189,44.9284,49.5328,30.7589,24.4654,14.7881,26.5267,56.1261,10.7267,11.3274,1088.76,65.9863
6/29/2000,15.1504,11.5524,25.9629,11.1146,24.6394,13.4265,46.189,44.8788,49.6261,30.5909,24.4136,14.8282,26.1023,56.2607,10.6791,11.3172,1083.89,64.1365
6/30/2000,14.7391,11.4416,25.5217,10.9805,25.0625,13.3659,53.5424,45.1887,49.9837,30.9058,24.458,14.8482,25.7769,57.0005,10.6791,11.1318,1077.39,65.7025
7/1/2000,14.7391,11.4416,25.5217,10.9805,25.0625,13.3659,53.5424,45.1887,49.9837,30.9058,24.458,14.8482,25.7769,57.0005,10.6791,11.1318,1077.39,65.7025
7/2/2000,14.7391,11.4416,25.5217,10.9805,25.0625,13.3659,53.5424,45.1887,49.9837,30.9058,24.458,14.8482,25.7769,57.0005,10.6791,11.1318,1077.39,65.7025
7/3/2000,15.1504,11.6224,26.0056,11.1559,25.2035,13.5778,53.5424,45.7094,50.4501,31.1578,24.7763,14.9584,26.2438,57.5385,10.7902,11.3069,1087.14,66.4561
7/4/2000,15.1504,11.6224,26.0056,11.1559,25.2035,13.5778,53.5424,45.7094,50.4501,31.1578,24.7763,14.9584,26.2438,57.5385,10.7902,11.3069,1087.14,66.4561
7/5/2000,14.9503,11.3657,25.8206,11.0527,24.4137,13.487,53.5424,44.4201,51.1964,30.3179,24.3765,14.5777,26.1023,56.0589,10.5998,11.2142,1082.26,64.9961
7/6/2000,14.8836,11.5349,25.9202,11.094,24.8509,13.5576,53.5424,45.3127,49.9526,30.9688,24.6578,14.6679,26.2013,56.9669,10.7902,11.276,1090.39,66.4914
7/7/2000,15.017,11.6983,26.1907,11.1972,25.1471,13.6988,53.5424,46.1185,50.5434,31.3467,24.9613,14.8783,26.4843,57.6394,10.8854,11.3686,1105.01,67.2215
7/8/2000,15.017,11.6983,26.1907,11.1972,25.1471,13.6988,53.5424,46.1185,50.5434,31.3467,24.9613,14.8783,26.4843,57.6394,10.8854,11.3686,1105.01,67.2215
7/9/2000,15.017,11.6983,26.1907,11.1972,25.1471,13.6988,53.5424,46.1185,50.5434,31.3467,24.9613,14.8783,26.4843,57.6394,10.8854,11.3686,1105.01,67.2215
7/10/2000,15.1171,11.8208,26.2761,11.1766,25.3305,13.7694,53.5424,46.3665,50.8388,31.1788,24.9465,14.9985,26.8521,58.0093,10.8695,11.3995,1106.64,67.5512
7/11/2000,15.206,11.8325,26.5038,11.2798,25.4151,13.7997,53.5424,46.3913,51.4762,31.0948,24.9021,14.9985,26.9936,58.5474,10.8854,11.3995,1116.39,67.5747
7/12/2000,15.4061,12.0425,26.6889,11.2591,26.0779,13.9207,53.5424,46.8996,52.9376,31.7247,25.5239,15.3091,27.3473,60.2625,11.1234,11.5437,1150.51,70.0238
7/13/2000,15.3505,12.1534,26.6889,11.2385,26.6562,13.9813,53.5424,46.912,52.8599,32.1026,25.9089,15.279,27.4605,60.2961,11.2662,11.5437,1150.51,70.7892
7/14/2000,15.3838,12.2117,26.7743,11.2798,26.7267,14.0418,53.5424,47.5318,53.6217,32.8374,26.1606,15.3091,27.5312,61.1032,11.3138,11.5952,1171.64,72.0726
7/15/2000,15.3838,12.2117,26.7743,11.2798,26.7267,14.0418,53.5424,47.5318,53.6217,32.8374,26.1606,15.3091,27.5312,61.1032,11.3138,11.5952,1171.64,72.0726
7/16/2000,15.3838,12.2117,26.7743,11.2798,26.7267,14.0418,53.5424,47.5318,53.6217,32.8374,26.1606,15.3091,27.5312,61.1032,11.3138,11.5952,1171.64,72.0726
7/17/2000,15.3171,12.2701,26.7316,11.1456,26.6985,14.0216,53.5424,47.569,53.6995,33.0264,26.2494,15.3792,27.5878,61.0695,11.4884,11.5643,1163.51,71.8607
7/18/2000,15.2505,12.1067,26.6177,11.0837,26.2754,13.9308,53.5424,47.0112,53.0309,32.8374,25.7608,15.1889,27.2341,60.1952,11.2662,11.4716,1153.76,70.1651
7/19/2000,15.1838,11.9492,26.5608,11.1146,25.7536,14.1629,53.5424,46.1929,52.067,32.0606,25.2649,14.9584,26.7389,59.0182,11.0123,11.4201,1137.51,68.4225
7/20/2000,15.2727,12.0717,26.6889,11.1559,26.0497,14.1729,53.5424,47.1599,52.7044,32.9004,25.8941,15.1087,26.7106,59.9598,11.1869,11.3583,1157.01,71.6605
7/21/2000,15.1393,11.9083,26.5181,11.0424,25.401,14.1729,53.5424,46.2053,52.067,32.3335,25.4277,14.748,26.5692,59.1863,10.9489,11.3172,1142.39,70.5184
7/22/2000,15.1393,11.9083,26.5181,11.0424,25.401,14.1729,53.5424,46.2053,52.067,32.3335,25.4277,14.748,26.5692,59.1863,10.9489,11.3172,1142.39,70.5184
7/23/2000,15.1393,11.9083,26.5181,11.0424,25.401,14.1729,53.5424,46.2053,52.067,32.3335,25.4277,14.748,26.5692,59.1863,10.9489,11.3172,1142.39,70.5184
7/24/2000,15.0281,11.78,26.3757,10.9908,25.0907,14.1023,53.5424,45.6226,51.1808,31.6197,24.8503,14.4375,26.5833,58.1775,10.8695,11.2966,1135.89,68.6933
7/25/2000,15.0059,11.815,26.5608,11.0218,24.8509,14.2032,53.5424,45.8334,51.0409,32.2495,24.8799,14.4475,26.6258,58.0766,10.9171,11.2966,1134.26,68.4225
7/26/2000,15.0281,11.7508,26.6035,10.9495,24.5124,14.1629,53.5424,45.3623,50.6211,31.8506,24.8207,14.4675,26.3004,57.4376,10.7267,11.3069,1129.39,67.7513
7/27/2000,15.0948,11.5291,26.6462,11.0218,23.779,14.183,53.5424,44.7796,49.6417,30.9058,24.0656,14.0667,26.1306,56.1934,10.4887,11.348,1124.51,64.7841
7/28/2000,14.9948,11.3716,26.575,10.8567,23.1585,13.951,53.5424,43.9986,48.7089,30.129,23.3402,13.7962,25.593,55.2182,10.2666,11.2554,1101.76,61.5991
7/29/2000,14.9948,11.3716,26.575,10.8567,23.1585,13.951,53.5424,43.9986,48.7089,30.129,23.3402,13.7962,25.593,55.2182,10.2666,11.2554,1101.76,61.5991
7/30/2000,14.9948,11.3716,26.575,10.8567,23.1585,13.951,53.5424,43.9986,48.7089,30.129,23.3402,13.7962,25.593,55.2182,10.2666,11.2554,1101.76,61.5991
7/31/2000,15.2171,11.5116,26.7173,10.9186,23.779,13.951,51.1993,44.6432,49.4707,30.7799,23.7399,13.9866,26.0033,56.227,10.33,11.3274,1113.14,62.8383
8/1/2000,15.2838,11.5058,27.1017,11.0527,23.4828,14.2234,51.1993,44.6804,49.9837,30.3599,23.5771,13.9565,25.9467,56.7651,10.2666,11.4716,1109.89,62.0608
8/2/2000,15.3505,11.5466,27.1159,11.094,23.638,14.2335,51.1993,44.9532,50.1547,30.024,23.5993,14.0768,25.8759,57.0341,10.3459,11.5025,1111.51,61.9757
8/3/2000,15.2505,11.6108,27.1728,11.1353,23.6521,14.2839,51.1993,45.2631,50.3413,30.3809,23.8658,13.9666,25.7628,57.3704,10.3776,11.5746,1116.39,63.7617
8/4/2000,15.3282,11.815,27.3863,11.2901,23.8636,14.5058,51.1993,45.759,50.6056,30.5699,24.1915,14.1669,25.8618,57.6394,10.5046,11.6879,1129.39,65.0375
8/5/2000,15.3282,11.815,27.3863,11.2901,23.8636,14.5058,51.1993,45.759,50.6056,30.5699,24.1915,14.1669,25.8618,57.6394,10.5046,11.6879,1129.39,65.0375
8/6/2000,15.3282,11.815,27.3863,11.2901,23.8636,14.5058,51.1993,45.759,50.6056,30.5699,24.1915,14.1669,25.8618,57.6394,10.5046,11.6879,1129.39,65.0375
8/7/2000,15.5506,11.9959,27.7849,11.4346,24.1175,14.758,51.1993,46.7384,51.6006,31.4307,24.5764,14.4575,26.2155,58.9173,10.6474,11.8423,1144.01,66.6534
8/8/2000,15.6395,11.9784,27.8703,11.4242,24.0047,14.7984,51.1993,46.9492,51.5851,31.8086,24.4876,14.3974,26.3004,58.9173,10.5204,11.8835,1144.01,65.9001
8/9/2000,15.6951,11.9025,27.8134,11.3314,24.0752,14.6975,51.1993,46.2921,50.6522,31.8716,24.4136,14.5176,26.074,58.043,10.5522,11.8526,1126.14,65.6449
8/10/2000,15.6284,11.8208,27.7422,11.3107,23.7085,14.6269,51.1993,46.4409,50.5123,31.1998,24.1619,14.3272,26.0174,57.8412,10.5046,11.7908,1129.39,63.7496
8/11/2000,15.8951,12.0017,28.1692,11.4346,24.188,14.7782,51.1993,47.0855,51.1964,31.5147,24.3988,14.5477,26.3711,58.6483,10.5522,11.9453,1140.76,64.4178
8/12/2000,15.8951,12.0017,28.1692,11.4346,24.188,14.7782,51.1993,47.0855,51.1964,31.5147,24.3988,14.5477,26.3711,58.6483,10.5522,11.9453,1140.76,64.4178
8/13/2000,15.8951,12.0017,28.1692,11.4346,24.188,14.7782,51.1993,47.0855,51.1964,31.5147,24.3988,14.5477,26.3711,58.6483,10.5522,11.9453,1140.76,64.4178
8/14/2000,16.0952,12.1709,28.2973,11.5584,24.315,14.8589,53.0812,47.7302,52.0981,32.0396,24.6504,14.738,26.4701,59.6235,10.6791,11.9865,1142.39,65.0496
8/15/2000,15.884,12.0717,28.0838,11.4449,24.3291,14.8084,53.0812,47.1971,51.7405,31.6407,24.5764,14.6178,26.3004,59.1863,10.7426,11.8732,1142.39,65.0982
8/16/2000,15.9285,12.1184,28.155,11.3727,24.6676,14.7984,53.0812,47.3707,52.1603,31.6407,24.643,14.7781,26.4418,59.489,10.8378,11.8423,1134.26,65.3412
8/17/2000,16.0619,12.3051,28.2973,11.4759,24.8791,14.8791,53.0812,48.5484,53.2331,32.2495,24.9984,14.9284,26.3994,60.8678,10.9647,11.8732,1145.64,66.5076
8/18/2000,15.9729,12.2934,28.2404,11.4552,25.0766,14.8992,53.0812,48.5484,52.9532,32.2076,24.9613,14.9584,26.4277,60.4306,10.9806,11.8217,1139.14,66.6169
8/19/2000,15.9729,12.2934,28.2404,11.4552,25.0766,14.8992,53.0812,48.5484,52.9532,32.2076,24.9613,14.9584,26.4277,60.4306,10.9806,11.8217,1139.14,66.6169
8/20/2000,15.9729,12.2934,28.2404,11.4552,25.0766,14.8992,53.0812,48.5484,52.9532,32.2076,24.9613,14.9584,26.4277,60.4306,10.9806,11.8217,1139.14,66.6169
8/21/2000,15.9729,12.3168,28.1407,11.5068,25.2458,14.8286,53.0812,48.1517,52.9843,32.3545,25.0132,15.0386,26.2721,60.4642,10.9647,11.8114,1139.14,67.3702
8/22/2000,16.0063,12.3168,28.1123,11.5274,25.1471,14.8185,53.0812,48.1641,53.0309,32.6065,25.1168,15.0987,26.2862,60.5315,10.9489,11.8423,1132.64,67.2487
8/23/2000,16.0396,12.3634,28.0269,11.4552,25.3445,14.8286,53.0812,48.4121,53.4041,32.7744,25.2575,15.1388,26.1872,60.9687,10.9647,11.8011,1124.51,68.0992
8/24/2000,16.0508,12.4159,28.0411,11.383,25.542,14.7782,53.0812,48.536,53.7305,33.0054,25.4943,15.2891,26.2721,61.3722,11.0758,11.7806,1124.51,69.5693
8/25/2000,16.1508,12.4393,28.0126,11.383,25.6407,14.7883,53.0812,48.9452,53.9171,32.9004,25.5832,15.3191,26.4843,61.6412,11.171,11.8217,1129.39,69.5936
8/26/2000,16.1508,12.4393,28.0126,11.383,25.6407,14.7883,53.0812,48.9452,53.9171,32.9004,25.5832,15.3191,26.4843,61.6412,11.171,11.8217,1129.39,69.5936
8/27/2000,16.1508,12.4393,28.0126,11.383,25.6407,14.7883,53.0812,48.9452,53.9171,32.9004,25.5832,15.3191,26.4843,61.6412,11.171,11.8217,1129.39,69.5936
8/28/2000,16.1397,12.4685,28.1123,11.4242,26.0779,14.8791,53.0812,48.8088,54.0726,33.1104,25.6646,15.3893,26.6258,61.7421,11.2504,11.8217,1129.39,69.1926
8/29/2000,16.2175,12.5093,28.1265,11.3727,26.3318,14.9396,53.0812,49.0443,54.1037,33.0684,25.7904,15.5195,26.7248,61.9103,11.2662,11.8629,1121.26,68.9254
8/30/2000,16.1842,12.5443,28.1692,11.3933,26.2613,15.0506,53.0812,49.1931,54.1037,33.2993,26.0347,15.6297,26.838,62.3811,11.2821,11.9659,1132.64,69.8973
8/31/2000,16.3286,12.7077,28.2689,11.4965,26.5293,15.101,57.8173,49.5526,54.9899,33.8662,26.3974,15.8702,26.8238,63.02,11.4566,12.0071,1145.64,70.9665
9/1/2000,16.5176,12.7777,28.4824,11.5584,26.6985,15.2321,57.8173,49.6146,55.5651,34.0972,26.6861,16.0706,27.22,63.7598,11.4566,12.0998,1163.51,71.2459
9/2/2000,16.5176,12.7777,28.4824,11.5584,26.6985,15.2321,57.8173,49.6146,55.5651,34.0972,26.6861,16.0706,27.22,63.7598,11.4566,12.0998,1163.51,71.2459
9/3/2000,16.5176,12.7777,28.4824,11.5584,26.6985,15.2321,57.8173,49.6146,55.5651,34.0972,26.6861,16.0706,27.22,63.7598,11.4566,12.0998,1163.51,71.2459
9/4/2000,16.5176,12.7777,28.4824,11.5584,26.6985,15.2321,57.8173,49.6146,55.5651,34.0972,26.6861,16.0706,27.22,63.7598,11.4566,12.0998,1163.51,71.2459
9/5/2000,16.4954,12.6377,28.6105,11.5791,26.4587,15.1918,57.8173,49.1559,55.0054,34.2232,26.4345,15.9002,27.1917,63.02,11.3138,12.0998,1165.14,68.9497
9/6/2000,16.6732,12.5793,28.8667,11.5894,26.1485,15.2826,57.8173,48.8336,54.2747,34.1392,26.0421,15.78,27.1209,62.0784,11.1393,12.1204,1174.89,66.9085
9/7/2000,16.7288,12.7193,29.0233,11.641,26.6985,15.3027,57.8173,49.7138,54.9588,34.3911,26.3012,16.0004,27.5878,62.9864,11.3456,12.0998,1168.39,68.087
9/8/2000,16.6288,12.5968,29.1941,11.6823,26.0779,15.333,57.8173,49.0443,54.2747,33.9292,25.8496,15.76,27.3331,62.3138,11.171,12.0689,1163.51,65.9973
9/9/2000,16.6288,12.5968,29.1941,11.6823,26.0779,15.333,57.8173,49.0443,54.2747,33.9292,25.8496,15.76,27.3331,62.3138,11.171,12.0689,1163.51,65.9973
9/10/2000,16.6288,12.5968,29.1941,11.6823,26.0779,15.333,57.8173,49.0443,54.2747,33.9292,25.8496,15.76,27.3331,62.3138,11.171,12.0689,1163.51,65.9973
9/11/2000,16.7066,12.591,29.3649,11.7648,26.2049,15.4843,57.8173,48.6352,54.4457,33.4253,25.6646,15.6798,27.1634,62.5492,11.0441,12.1616,1166.76,64.758
9/12/2000,16.6732,12.5385,29.493,11.7338,26.1626,15.4339,57.8173,48.4369,54.1037,33.2364,25.5091,15.6698,27.0219,62.2129,10.9965,12.1204,1163.51,63.9075
9/13/2000,16.6176,12.4801,29.3933,11.7338,26.2331,15.3633,57.8173,48.2633,54.1503,33.6143,25.6424,15.6498,27.0502,62.2802,11.1552,12.0689,1166.76,65.3412
9/14/2000,16.6955,12.5968,29.3791,11.6926,26.5998,15.4137,57.8173,48.2385,54.5701,33.9292,25.9459,15.8101,27.3473,62.7846,11.2504,12.0998,1170.01,66.2646
9/15/2000,16.5287,12.5385,29.1798,11.6719,26.3036,15.3935,57.8173,47.9782,54.1659,33.3623,25.5906,15.6798,27.0077,62.3811,11.1075,12.0071,1160.26,64.3571
9/16/2000,16.5287,12.5385,29.1798,11.6719,26.3036,15.3935,57.8173,47.9782,54.1659,33.3623,25.5906,15.6798,27.0077,62.3811,11.1075,12.0071,1160.26,64.3571
9/17/2000,16.5287,12.5385,29.1798,11.6719,26.3036,15.3935,57.8173,47.9782,54.1659,33.3623,25.5906,15.6798,27.0077,62.3811,11.1075,12.0071,1160.26,64.3571
9/18/2000,16.1397,12.1942,28.7243,11.4036,25.5843,15.0909,57.8173,46.8128,52.6889,32.4805,24.7985,15.3191,26.2721,60.666,10.8854,11.7085,1131.01,61.9757
9/19/2000,16.1508,12.2759,28.7813,11.352,26.0638,14.9698,57.8173,47.3583,52.9998,32.9424,25.2278,15.4694,26.3145,61.1704,11.0441,11.6776,1129.39,64.2356
9/20/2000,16.1063,12.2584,28.6247,11.2488,25.8946,14.7883,57.8173,47.4451,53.6062,32.9634,25.2352,15.5095,26.2155,61.9775,11.0917,11.6673,1109.89,64.2477
9/21/2000,15.8951,12.1126,28.5108,11.2178,25.4433,14.6672,57.8173,47.2219,52.9688,32.5645,24.8873,15.3392,25.7486,61.1368,10.933,11.554,1105.01,62.9841
9/22/2000,15.8507,12.2117,28.5678,11.2488,25.6971,14.7681,57.8173,47.3459,52.9843,32.7954,25.2204,15.3692,25.5788,61.2041,10.9647,11.554,1116.39,64.673
9/23/2000,15.8507,12.2117,28.5678,11.2488,25.6971,14.7681,57.8173,47.3459,52.9843,32.7954,25.2204,15.3692,25.5788,61.2041,10.9647,11.554,1116.39,64.673
9/24/2000,15.8507,12.2117,28.5678,11.2488,25.6971,14.7681,57.8173,47.3459,52.9843,32.7954,25.2204,15.3692,25.5788,61.2041,10.9647,11.554,1116.39,64.673
9/25/2000,15.8062,12.2934,28.4539,11.2901,25.5843,14.8387,57.8173,46.9988,53.1087,32.2286,25.2056,15.3191,25.5505,61.5403,10.9171,11.5334,1126.14,64.8795
9/26/2000,15.7395,12.2234,28.4539,11.3107,25.3163,14.8992,57.8173,46.5773,52.5023,31.7037,24.9169,15.3292,25.3666,60.9014,10.9013,11.5437,1119.64,63.543
9/27/2000,15.8173,12.2176,28.5393,11.3933,25.2458,15.1111,57.8173,46.5896,52.4402,30.8638,24.7615,15.3191,25.4798,60.7333,10.8061,11.657,1119.64,63.2514
9/28/2000,16.0396,12.5501,28.9236,11.6719,25.8805,15.4036,57.8173,48.1517,53.7305,31.6617,25.4647,15.6297,25.9184,62.3138,11.1075,11.832,1144.01,64.7215
9/29/2000,16.0396,12.5035,28.9806,11.6807,25.6971,15.4036,52.0592,47.5195,53.0154,31.4097,25.3093,15.5696,26.0033,61.3722,11.171,11.9041,1140.76,64.2113
9/30/2000,16.0396,12.5035,28.9806,11.6807,25.6971,15.4036,52.0592,47.5195,53.0154,31.4097,25.3093,15.5696,26.0033,61.3722,11.171,11.9041,1140.76,64.2113
10/1/2000,16.0396,12.5035,28.9806,11.6807,25.6971,15.4036,52.0592,47.5195,53.0154,31.4097,25.3093,15.5696,26.0033,61.3722,11.171,11.9041,1140.76,64.2113
10/2/2000,15.9396,12.5,29.0375,11.7642,25.3163,15.3633,52.0592,47.3087,52.72,30.6959,24.7023,15.3893,25.5788,61.0359,10.9806,11.935,1127.76,61.4776
10/3/2000,15.8507,12.3,28.8809,11.7642,24.7522,15.2422,52.0592,47.0112,51.4451,30.066,24.0656,15.1187,25.5364,59.6235,10.8537,11.9144,1126.14,59.9832
10/4/2000,15.9174,12.1,28.8667,11.7016,24.8509,15.1514,52.0592,47.3955,51.4296,30.4439,24.2951,15.1388,25.7769,59.5899,10.9647,11.8835,1124.51,61.5383
10/5/2000,15.8618,12.1,28.8524,11.6598,24.7804,15.0606,52.0592,47.5566,51.3518,30.234,24.0434,15.0186,25.6071,59.5226,10.9489,11.8938,1135.89,61.0159
10/6/2000,15.6284,12.02,28.5535,11.4511,24.2304,14.8992,47.8217,46.4409,50.1858,29.1632,23.3476,14.6078,25.0978,58.1775,10.7426,11.6776,1109.89,59.0233
10/7/2000,15.6284,12.02,28.5535,11.4511,24.2304,14.8992,47.8217,46.4409,50.1858,29.1632,23.3476,14.6078,25.0978,58.1775,10.7426,11.6776,1109.89,59.0233
