as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086
8/16/2011,44.0297,19.8069,72.9083,11.3144,41.0088,39.274,28.2478,58.5857,58.1124,49.8374,35,29.3834,62.6058,67.9724,18.0501,29.0714,1378.35,46.9592
8/17/2011,44.0297,19.6491,72.8641,11.3018,40.7057,39.2296,28.0632,58.2041,57.6179,49.9098,34.87,29.2496,62.1122,67.3568,17.9767,29.0173,1364.31,46.8426
8/18/2011,42.218,18.3508,69.2131,10.7209,38.2809,37.1555,26.3246,54.557,53.5129,46.6501,32.92,27.5701,58.3199,62.6885,17.0962,27.4744,1273.04,44.4338
8/19/2011,41.7091,17.9298,67.9961,10.5568,37.6141,36.5777,25.6322,53.3908,52.4743,45.974,32.35,27.0797,57.5345,61.5086,16.8761,27.0684,1247.3,43.9158
8/20/2011,41.7091,17.9298,67.9961,10.5568,37.6141,36.5777,25.6322,53.3908,52.4743,45.974,32.35,27.0797,57.5345,61.5086,16.8761,27.0684,1247.3,43.9158
8/21/2011,41.7091,17.9298,67.9961,10.5568,37.6141,36.5777,25.6322,53.3908,52.4743,45.974,32.35,27.0797,57.5345,61.5086,16.8761,27.0684,1247.3,43.9158
8/22/2011,41.7906,17.9122,67.9297,10.5441,37.4626,36.6074,25.6476,53.2212,52.4743,45.3703,32.31,27.0648,57.5345,61.5086,16.766,27.0413,1249.64,44.0712
8/23/2011,42.849,18.7017,70.1867,10.9608,39.2205,38.0296,26.8477,55.6808,54.8977,47.1089,33.66,28.2984,60.0926,64.2788,17.3897,27.9887,1312.83,45.949
8/24/2011,43.2562,18.9473,71.2488,11.1376,39.8267,38.5037,27.2785,56.6986,55.4912,47.6884,34.12,28.7145,60.9453,64.9457,17.5364,28.3947,1333.89,46.3634
8/25/2011,42.5437,18.4912,69.7441,10.8724,39.1296,37.837,26.6785,55.4476,54.3042,46.6742,33.33,28.0457,59.5317,63.6119,17.2062,27.8263,1303.47,45.4569
8/26/2011,43.2358,19.0526,70.9611,11.1124,40.251,38.4888,27.4939,57.0591,55.9363,47.7608,34.19,28.774,60.878,65.51,17.4631,28.3947,1347.93,46.5189
8/27/2011,43.2358,19.0526,70.9611,11.1124,40.251,38.4888,27.4939,57.0591,55.9363,47.7608,34.19,28.774,60.878,65.51,17.4631,28.3947,1347.93,46.5189
8/28/2011,43.2358,19.0526,70.9611,11.1124,40.251,38.4888,27.4939,57.0591,55.9363,47.7608,34.19,28.774,60.878,65.51,17.4631,28.3947,1347.93,46.5189
8/29/2011,44.3961,19.842,73.6827,11.5164,41.7665,39.7037,28.6017,59.6883,58.063,50.1271,35.63,29.9927,63.6829,67.8698,18.0867,29.3692,1401.75,47.9952
8/30/2011,44.4775,19.9648,73.9925,11.5417,41.8878,39.7777,28.8171,60.0064,58.7059,50.4893,35.82,30.1116,64.1093,68.588,18.2702,29.4774,1411.11,48.1506
8/31/2011,44.7421,20.0175,74.6563,11.6175,42.0696,40.0888,28.9863,60.2396,58.8543,50.4169,35.87,30.1562,64.3337,68.7419,18.3435,29.6399,1415.79,48.2802
9/1/2011,44.2536,19.6491,73.5279,11.4659,41.4331,39.5851,28.4939,59.0946,58.0135,49.451,35.19,29.5171,63.1893,67.8185,18.1234,29.1526,1387.71,47.7233
9/2/2011,43.2155,19.0175,71.293,11.1124,40.1601,38.3851,27.5862,57.1439,56.1836,47.6401,34.08,28.5659,60.6087,65.6639,17.6465,28.2864,1343.25,46.3116
9/3/2011,43.2155,19.0175,71.293,11.1124,40.1601,38.3851,27.5862,57.1439,56.1836,47.6401,34.08,28.5659,60.6087,65.6639,17.6465,28.2864,1343.25,46.3116
9/4/2011,43.2155,19.0175,71.293,11.1124,40.1601,38.3851,27.5862,57.1439,56.1836,47.6401,34.08,28.5659,60.6087,65.6639,17.6465,28.2864,1343.25,46.3116
9/5/2011,43.2155,19.0175,71.293,11.1124,40.1601,38.3851,27.5862,57.1439,56.1836,47.6401,34.08,28.5659,60.6087,65.6639,17.6465,28.2864,1343.25,46.3116
9/6/2011,42.9101,18.8947,70.4965,10.9861,39.7964,37.9259,27.4016,56.4654,55.689,47.5193,33.89,28.3876,59.8009,65.0996,17.4264,28.0158,1338.57,46.0915
9/7/2011,44.2129,19.6666,73.0853,11.4028,41.4331,39.1259,28.3555,59.031,58.0135,49.3544,35.21,29.5171,62.2019,67.8185,17.9767,29.0173,1390.05,47.6456
9/8/2011,43.7447,19.3684,72.1117,11.2513,40.7663,38.5481,27.9247,58.0344,57.2222,48.5093,34.67,29.0266,61.1922,66.8951,17.7566,28.5842,1368.99,47.1793
9/9/2011,42.788,18.7894,70.076,10.9103,39.463,37.3777,27.0631,56.3169,55.5901,47.3986,33.7,28.1943,59.2848,64.997,17.2796,27.7451,1329.21,46.0785
9/10/2011,42.788,18.7894,70.076,10.9103,39.463,37.3777,27.0631,56.3169,55.5901,47.3986,33.7,28.1943,59.2848,64.997,17.2796,27.7451,1329.21,46.0785
9/11/2011,42.788,18.7894,70.076,10.9103,39.463,37.3777,27.0631,56.3169,55.5901,47.3986,33.7,28.1943,59.2848,64.997,17.2796,27.7451,1329.21,46.0785
9/12/2011,42.8898,18.8771,70.3858,10.9229,39.5539,37.4963,27.1862,56.3381,55.9363,47.5193,33.9,28.4024,59.3073,65.4074,17.1696,27.9075,1345.59,46.2469
9/13/2011,43.2562,19.2105,71.3152,11.0366,40.251,38.0296,27.7708,57.4831,56.9255,48.6784,34.47,28.8632,60.3843,66.536,17.353,28.3135,1368.99,47.0757
9/14/2011,43.7651,19.5613,72.333,11.2134,41.0694,38.6814,28.3093,58.6069,58.0135,49.7166,35.06,29.3834,61.7532,67.7672,17.5364,28.7737,1397.07,47.9175
9/15/2011,44.3757,19.842,73.55,11.4028,41.7968,39.2444,28.7247,59.5823,58.9038,50.4169,35.53,29.7995,62.8751,68.7932,17.8299,29.2609,1422.81,48.3449
9/16/2011,44.4165,19.8596,73.7712,11.4281,41.6453,39.2888,28.7401,59.5823,58.7554,50.441,35.56,29.8292,62.8078,68.588,17.9033,29.3692,1420.47,48.5133
9/17/2011,44.4165,19.8596,73.7712,11.4281,41.6453,39.2888,28.7401,59.5823,58.7554,50.441,35.56,29.8292,62.8078,68.588,17.9033,29.3692,1420.47,48.5133
9/18/2011,44.4165,19.8596,73.7712,11.4281,41.6453,39.2888,28.7401,59.5823,58.7554,50.441,35.56,29.8292,62.8078,68.588,17.9033,29.3692,1420.47,48.5133
9/19/2011,43.7854,19.6666,72.8419,11.2386,41.0997,38.8444,28.5093,58.5857,58.063,49.4993,35.07,29.3834,61.7307,67.7159,17.6832,28.9632,1415.79,47.8398
9/20/2011,43.6022,19.3333,72.2666,11.1629,40.5845,38.5629,28.1862,57.5255,57.0738,48.5093,34.57,28.9226,61.1473,66.536,17.5364,28.7466,1394.73,47.6715
9/21/2011,42.3198,18.6666,69.899,10.6957,39.0993,37.4074,27.34,55.2143,55.1945,47.0123,33.4,27.8525,58.8136,64.4327,16.9861,27.718,1350.27,46.493
9/22/2011,40.9967,17.8596,67.6642,10.3294,37.3717,36.1333,26.34,52.6487,52.7216,44.8391,32.19,26.9162,56.4575,61.5599,16.2891,26.8248,1296.45,44.9648
9/23/2011,41.1188,18.0526,68.1953,10.4178,37.9475,36.4296,26.6323,53.2212,53.414,44.8633,32.56,27.2729,57.1755,62.3807,16.4725,27.0954,1310.49,45.2367
9/24/2011,41.1188,18.0526,68.1953,10.4178,37.9475,36.4296,26.6323,53.2212,53.414,44.8633,32.56,27.2729,57.1755,62.3807,16.4725,27.0954,1310.49,45.2367
9/25/2011,41.1188,18.0526,68.1953,10.4178,37.9475,36.4296,26.6323,53.2212,53.414,44.8633,32.56,27.2729,57.1755,62.3807,16.4725,27.0954,1310.49,45.2367
9/26/2011,41.933,18.4035,69.722,10.6704,38.675,37.1851,27.1554,54.4086,54.4526,46.143,33.17,27.8525,58.5219,63.6119,16.6926,27.7721,1338.57,46.0915
9/27/2011,42.4827,18.7192,70.762,10.8598,39.4933,37.674,27.6939,55.4264,55.3428,46.8674,33.78,28.4024,60.0477,64.6379,17.0228,28.2323,1366.65,46.9462
9/28/2011,41.4852,18.0877,68.7927,10.5315,38.1597,36.7111,26.8785,53.3484,53.414,45.1772,32.61,27.4363,58.3199,62.6885,16.5092,27.4473,1322.19,45.6512
9/29/2011,41.9127,18.1052,69.545,10.683,38.2809,37.0518,26.7862,53.6241,53.6118,45.153,32.89,27.7485,59.1726,62.6372,16.5459,27.6909,1326.87,45.7289
9/30/2011,40.9356,17.5964,67.6863,10.3926,37.1898,36.1481,25.9861,51.7581,51.9303,43.4628,32,26.9756,57.1531,60.6365,16.069,26.9601,1287.08,44.6799
10/1/2011,40.9356,17.5964,67.6863,10.3926,37.1898,36.1481,25.9861,51.7581,51.9303,43.4628,32,26.9756,57.1531,60.6365,16.069,26.9601,1287.08,44.6799
10/2/2011,40.9356,17.5964,67.6863,10.3926,37.1898,36.1481,25.9861,51.7581,51.9303,43.4628,32,26.9756,57.1531,60.6365,16.069,26.9601,1287.08,44.6799
10/3/2011,39.7142,16.7543,64.7656,10.0264,35.5531,34.9185,24.9091,49.1501,49.5069,40.9758,30.42,25.742,54.6399,57.7637,15.4086,25.8773,1228.58,42.9704
10/4/2011,40.7524,17.4035,66.6464,10.38,36.7048,35.8963,25.7707,51.1008,51.1884,43.0523,31.84,26.9905,56.9736,59.7644,15.8121,26.7165,1277.72,44.2007
10/5/2011,41.4445,17.8245,67.7306,10.582,37.6444,36.5925,26.4169,52.6699,52.7216,44.1631,32.44,27.5404,58.4546,61.5086,16.1423,27.2308,1308.15,45.2238
10/6/2011,42.2587,18.3157,69.5893,10.8219,38.7053,37.437,27.2016,54.2814,54.2053,45.4669,33.27,28.2687,60.0029,63.2015,16.656,27.9616,1347.93,46.0397
10/7/2011,41.6481,18.0175,68.3944,10.683,37.9172,36.9925,26.8015,53.3272,53.3645,44.7667,32.61,27.6593,59.0829,62.2781,16.4358,27.5827,1331.55,45.6512
10/8/2011,41.6481,18.0175,68.3944,10.683,37.9172,36.9925,26.8015,53.3272,53.3645,44.7667,32.61,27.6593,59.0829,62.2781,16.4358,27.5827,1331.55,45.6512
10/9/2011,41.6481,18.0175,68.3944,10.683,37.9172,36.9925,26.8015,53.3272,53.3645,44.7667,32.61,27.6593,59.0829,62.2781,16.4358,27.5827,1331.55,45.6512
10/10/2011,42.8694,18.7368,70.7399,11.0997,39.3418,38.1629,27.8016,55.702,55.1945,46.964,33.87,28.7889,61.3492,64.3814,17.0228,28.6383,1385.37,46.9851
10/11/2011,42.8083,18.7368,70.6514,11.0997,39.4933,38.1481,27.8478,55.9989,55.4912,47.6401,33.96,28.8483,61.5961,64.7405,17.0228,28.6113,1392.39,47.283
10/12/2011,43.3172,18.9824,71.5807,11.3018,40.0389,38.6814,28.2324,56.9743,56.3814,48.0747,34.44,29.309,62.359,65.7665,17.1329,29.0443,1404.09,47.6067
10/13/2011,43.1137,19.0526,71.5364,11.226,40.0086,38.6222,28.2478,57.0167,56.4803,48.0506,34.46,29.2942,62.359,65.8691,17.2429,28.9361,1408.77,47.801
10/14/2011,43.7854,19.4385,72.9083,11.4281,40.8573,39.1407,28.8632,58.3525,57.7168,49.2096,35.11,29.859,63.279,67.3055,17.4631,29.3962,1429.83,48.3967
10/15/2011,43.7854,19.4385,72.9083,11.4281,40.8573,39.1407,28.8632,58.3525,57.7168,49.2096,35.11,29.859,63.279,67.3055,17.4631,29.3962,1429.83,48.3967
10/16/2011,43.7854,19.4385,72.9083,11.4281,40.8573,39.1407,28.8632,58.3525,57.7168,49.2096,35.11,29.859,63.279,67.3055,17.4631,29.3962,1429.83,48.3967
10/17/2011,42.9101,18.8947,71.2045,11.0997,39.7055,38.4592,28.1709,56.5714,56.332,47.4228,34.11,28.9821,61.4614,65.7152,17.0962,28.6113,1392.39,47.3088
10/18/2011,43.9483,19.3684,73.2845,11.4281,40.5845,39.1555,28.7247,58.0132,57.3211,48.6301,35,29.7698,62.8078,66.8951,17.4631,29.3421,1422.81,48.2672
10/19/2011,43.4394,18.9999,72.2445,11.2386,40.0086,38.5629,28.2786,56.6986,56.2825,47.3986,34.38,29.2347,61.6858,65.6126,17.1696,28.8549,1399.41,47.3736
10/20/2011,43.704,19.0877,72.6428,11.2892,40.251,38.7259,28.1862,57.0591,56.2825,47.785,34.49,29.3982,62.2244,65.6639,17.2062,29.0714,1404.09,47.6067
10/21/2011,44.5997,19.4561,74.4572,11.5922,41.3119,39.5259,28.894,58.4797,57.3706,49.0406,35.27,30.067,63.7054,66.9464,17.4631,29.9105,1429.83,48.5262
10/22/2011,44.5997,19.4561,74.4572,11.5922,41.3119,39.5259,28.894,58.4797,57.3706,49.0406,35.27,30.067,63.7054,66.9464,17.4631,29.9105,1429.83,48.5262
10/23/2011,44.5997,19.4561,74.4572,11.5922,41.3119,39.5259,28.894,58.4797,57.3706,49.0406,35.27,30.067,63.7054,66.9464,17.4631,29.9105,1429.83,48.5262
10/24/2011,45.3528,20.0175,76.0725,11.8827,42.5243,40.3555,29.8017,60.3244,59.0521,50.441,36.33,31.0926,65.6127,68.9471,17.8666,30.6414,1478.98,49.7824
10/25/2011,44.4775,19.4912,74.3023,11.5796,41.3422,39.4963,29.1402,58.7978,57.6179,48.7025,35.39,30.2454,64.2439,67.2542,17.5364,29.9647,1443.88,48.7852
10/26/2011,44.9254,19.7543,75.1431,11.7311,41.8271,39.837,29.4479,60.0488,58.0135,49.6925,35.91,30.7656,65.2088,67.6646,17.7566,30.4248,1464.94,48.7593
10/27/2011,46.5538,20.5964,78.263,12.2236,43.6457,41.1703,30.7402,62.6356,60.6842,51.6725,37.47,32.1775,68.4176,70.7939,18.4903,31.6429,1532.8,50.5465
10/28/2011,46.6759,20.6666,78.1966,12.2236,43.676,41.2592,30.8018,62.9749,61.0799,51.8173,37.39,32.0438,68.5747,71.2043,18.6004,31.5346,1528.12,50.5336
10/29/2011,46.6759,20.6666,78.1966,12.2236,43.676,41.2592,30.8018,62.9749,61.0799,51.8173,37.39,32.0438,68.5747,71.2043,18.6004,31.5346,1528.12,50.5336
10/30/2011,46.6759,20.6666,78.1966,12.2236,43.676,41.2592,30.8018,62.9749,61.0799,51.8173,37.39,32.0438,68.5747,71.2043,18.6004,31.5346,1528.12,50.5336
10/31/2011,45.475,20.0877,76.2937,11.9079,42.494,40.237,30.0479,61.0878,59.3983,50.0305,36.49,31.2709,66.7796,69.3062,18.0867,30.8309,1495.36,49.4587
11/1/2011,44.3147,19.4912,73.8598,11.5164,41.0997,39.1111,29.094,58.9038,57.8652,48.0989,35.29,30.3346,64.4234,67.5107,17.5364,29.9105,1448.56,48.0729
11/2/2011,45.0271,19.9298,75.475,11.8069,41.9787,39.7777,29.5402,60.2608,58.8543,49.5235,36.07,31.0182,65.7025,68.6393,17.8299,30.6143,1474.3,48.8759
11/3/2011,45.8617,20.4385,77.046,12.1352,43.2214,40.5629,30.2017,61.7875,60.0907,50.7066,36.89,31.6425,67.3854,70.0757,18.1234,31.1828,1514.08,50.2357
11/4/2011,45.7396,20.4034,76.8469,12.11,43.3729,40.3851,30.1864,61.8299,60.1896,50.272,36.83,31.5236,66.9366,70.2296,17.94,31.1557,1511.74,50.3652
11/5/2011,45.7396,20.4034,76.8469,12.11,43.3729,40.3851,30.1864,61.8299,60.1896,50.272,36.83,31.5236,66.9366,70.2296,17.94,31.1557,1511.74,50.3652
11/6/2011,45.7396,20.4034,76.8469,12.11,43.3729,40.3851,30.1864,61.8299,60.1896,50.272,36.83,31.5236,66.9366,70.2296,17.94,31.1557,1511.74,50.3652
11/7/2011,45.9838,20.3684,77.0239,12.1226,43.282,40.5185,30.1094,61.8299,60.1402,49.9822,36.77,31.5681,66.9366,70.127,17.9767,31.1557,1507.06,50.2357
11/8/2011,46.4927,20.5613,77.9311,12.2741,43.767,41.0074,30.4633,62.4448,60.6842,50.61,37.18,31.8951,67.6996,70.7939,18.1601,31.4534,1521.1,50.6631
11/9/2011,44.7625,19.5964,74.5014,11.769,42.0999,39.0666,29.0786,59.7095,58.3597,47.6159,35.56,30.5426,64.962,68.0237,17.4264,30.1812,1460.26,48.9406
11/10/2011,45.1289,19.7017,75.2095,11.8953,42.403,39.4222,29.2786,60.07,58.5575,47.8332,35.78,30.7656,65.6576,68.2802,17.4264,30.4519,1469.62,49.1738
11/11/2011,46.0449,20.1929,76.9575,12.1731,43.3729,40.2962,29.971,61.5118,59.5467,48.8957,36.61,31.479,67.1386,69.4601,17.8299,31.1015,1504.72,50.2228
11/12/2011,46.0449,20.1929,76.9575,12.1731,43.3729,40.2962,29.971,61.5118,59.5467,48.8957,36.61,31.479,67.1386,69.4601,17.8299,31.1015,1504.72,50.2228
11/13/2011,46.0449,20.1929,76.9575,12.1731,43.3729,40.2962,29.971,61.5118,59.5467,48.8957,36.61,31.479,67.1386,69.4601,17.8299,31.1015,1504.72,50.2228
11/14/2011,45.5564,20.0175,75.9397,12.0342,42.9486,39.9111,29.8017,60.7697,59.25,48.292,36.21,31.0926,66.2186,69.101,17.6832,30.7497,1493.02,49.8213
11/15/2011,45.8007,20.228,76.2937,12.0973,43.1911,40.0444,30.0325,61.0666,59.5961,48.8474,36.56,31.3898,66.8244,69.5114,17.7566,30.885,1511.74,50.2746
11/16/2011,45.251,19.8947,74.9882,11.9458,42.4636,39.3926,29.5555,59.9852,58.8048,48.2679,36,30.8993,65.7025,68.5367,17.4631,30.4248,1490.68,49.4975
11/17/2011,44.4165,19.4385,73.4393,11.7185,41.4938,38.6074,28.8478,58.5433,57.3211,47.133,35.38,30.3197,64.4908,66.7925,17.1329,29.8564,1457.92,48.5392
11/18/2011,44.4165,19.3859,73.6385,11.7437,41.2816,38.6074,28.7094,58.3737,56.9255,46.8674,35.36,30.3346,64.3561,66.3821,17.0595,29.8835,1450.9,48.2672
11/19/2011,44.4165,19.3859,73.6385,11.7437,41.2816,38.6074,28.7094,58.3737,56.9255,46.8674,35.36,30.3346,64.3561,66.3821,17.0595,29.8835,1450.9,48.2672
11/20/2011,44.4165,19.3859,73.6385,11.7437,41.2816,38.6074,28.7094,58.3737,56.9255,46.8674,35.36,30.3346,64.3561,66.3821,17.0595,29.8835,1450.9,48.2672
11/21/2011,43.704,19.1052,72.2445,11.5164,40.6451,38.0296,28.2016,57.0803,56.2331,45.2738,34.68,29.7846,63.1893,65.5613,16.6926,29.3692,1432.17,47.4772
11/22/2011,43.4801,19.0175,71.7798,11.4659,40.3117,37.7925,28.0939,56.635,55.9858,44.7426,34.46,29.532,62.5834,65.2535,16.6193,29.1797,1425.15,47.3866
11/23/2011,42.6048,18.4561,69.8548,11.1629,39.1599,36.9037,27.3708,54.9599,54.4526,43.1489,33.5,28.7294,60.9005,63.458,16.2157,28.4218,1385.37,46.4282
11/24/2011,42.6048,18.4561,69.8548,11.1629,39.1599,36.9037,27.3708,54.9599,54.4526,43.1489,33.5,28.7294,60.9005,63.458,16.2157,28.4218,1385.37,46.4282
11/25/2011,42.5437,18.3684,69.8327,11.1503,39.0084,36.8889,27.2323,54.5782,54.1064,42.7867,33.28,28.5065,60.5639,62.9963,16.069,28.3676,1373.67,46.3246
11/26/2011,42.5437,18.3684,69.8327,11.1503,39.0084,36.8889,27.2323,54.5782,54.1064,42.7867,33.28,28.5065,60.5639,62.9963,16.069,28.3676,1373.67,46.3246
11/27/2011,42.5437,18.3684,69.8327,11.1503,39.0084,36.8889,27.2323,54.5782,54.1064,42.7867,33.28,28.5065,60.5639,62.9963,16.069,28.3676,1373.67,46.3246
11/28/2011,43.6226,19.1227,72.0011,11.5164,40.4329,37.9555,28.2324,56.5926,55.8868,44.5977,34.57,29.6509,62.7405,65.1509,16.7293,29.288,1434.51,47.8398
11/29/2011,43.6633,19.0877,72.156,11.5164,40.4935,37.9407,28.1709,56.5714,55.7879,44.646,34.54,29.6657,62.7629,65.0483,16.7293,29.3421,1434.51,47.8787
11/30/2011,45.3528,20.0701,75.5414,12.0594,42.494,39.4963,29.5709,59.5611,58.9038,47.4228,36.28,31.1223,66.1961,68.6393,17.5364,30.7497,1509.4,49.9119
12/1/2011,45.1493,19.9824,75.2316,11.9963,42.403,39.3777,29.6017,59.5611,58.7554,47.9781,36.09,30.9439,66.3308,68.4854,17.5731,30.6143,1504.72,49.9378
12/2/2011,45.0475,20.035,75.0325,12.0089,42.494,39.2888,29.6325,59.6247,58.8543,48.1471,36.22,31.1074,66.1737,68.588,17.6098,30.6684,1507.06,49.9767
12/3/2011,45.0475,20.035,75.0325,12.0089,42.494,39.2888,29.6325,59.6247,58.8543,48.1471,36.22,31.1074,66.1737,68.588,17.6098,30.6684,1507.06,49.9767
12/4/2011,45.0475,20.035,75.0325,12.0089,42.494,39.2888,29.6325,59.6247,58.8543,48.1471,36.22,31.1074,66.1737,68.588,17.6098,30.6684,1507.06,49.9767
12/5/2011,45.536,20.3157,75.9397,12.1731,43.1002,39.7925,30.0325,60.6001,59.794,48.8474,36.71,31.5384,67.2508,69.7166,17.8098,31.0474,1528.12,50.4559
12/6/2011,45.5157,20.2105,75.8069,12.11,42.9486,39.7629,29.8325,60.3032,59.3489,48.4369,36.62,31.4492,67.1162,69.2036,17.6975,30.9662,1518.76,50.3264
12/7/2011,45.5767,20.0877,75.6956,12.0973,42.7364,39.7481,29.7094,60.0276,59.0027,48.292,36.58,31.3898,67.3181,68.7419,17.6601,30.9391,1507.06,50.3005
12/8/2011,44.5793,19.5524,73.6854,11.7816,41.6453,38.9037,29.0017,58.2677,57.2717,46.6984,35.55,30.5426,65.2537,66.7925,17.2859,30.1542,1471.96,49.0831
12/9/2011,45.2714,20.0426,74.8915,12.0089,42.5243,39.4963,29.7094,59.4339,58.5575,48.1471,36.44,31.2709,66.9366,68.2289,17.6601,30.7767,1507.06,50.0155
12/10/2011,45.2714,20.0426,74.8915,12.0089,42.5243,39.4963,29.7094,59.4339,58.5575,48.1471,36.44,31.2709,66.9366,68.2289,17.6601,30.7767,1507.06,50.0155
12/11/2011,45.2714,20.0426,74.8915,12.0089,42.5243,39.4963,29.7094,59.4339,58.5575,48.1471,36.44,31.2709,66.9366,68.2289,17.6601,30.7767,1507.06,50.0155
12/12/2011,44.5386,19.6432,73.4621,11.7816,41.7665,38.9481,29.1555,58.2677,57.5189,47.4952,35.85,30.7656,65.9493,67.049,17.2859,30.2354,1476.64,49.368
12/13/2011,43.989,19.1893,72.457,11.5796,41.0694,38.5333,28.6017,57.1651,56.5298,46.1672,35.2,30.1711,64.6478,65.9204,17.024,29.8023,1441.53,48.5651
12/14/2011,43.5004,18.8081,71.5412,11.4281,40.4632,38.1364,27.9862,55.9989,55.6396,44.9599,34.66,29.7382,63.4585,64.8431,16.7247,29.4233,1404.09,47.7621
12/15/2011,43.6633,18.917,72.0549,11.4786,40.6148,38.3306,28.0324,56.3381,55.7385,44.9599,34.95,30.0224,63.9971,64.9457,16.7995,29.633,1408.77,47.8787
12/16/2011,43.8872,19.1348,72.457,11.5543,41.0997,38.3306,28.3247,56.9106,56.2825,45.4669,35.2944,30.2767,64.4459,65.6126,16.9118,29.8507,1432.17,48.1765
12/17/2011,43.8872,19.1348,72.457,11.5543,41.0997,38.3306,28.3247,56.9106,56.2825,45.4669,35.2944,30.2767,64.4459,65.6126,16.9118,29.8507,1432.17,48.1765
12/18/2011,43.8872,19.1348,72.457,11.5543,41.0997,38.3306,28.3247,56.9106,56.2825,45.4669,35.2944,30.2767,64.4459,65.6126,16.9118,29.8507,1432.17,48.1765
12/19/2011,43.2358,18.7717,71.2955,11.3649,40.342,37.8079,27.8939,55.5324,55.2934,44.3562,34.6706,29.7681,63.2566,64.4327,16.6873,29.4153,1411.11,47.5031
12/20/2011,44.5386,19.4616,73.7301,11.7564,41.7665,39.0323,28.7863,57.78,57.6179,46.2637,35.9285,30.8152,65.523,67.1516,17.2859,30.3677,1460.26,49.0313
12/21/2011,44.7218,19.4072,74.1321,11.9584,41.7771,39.1966,28.694,58.0556,57.42,46.2637,36.0206,30.905,65.5678,66.9464,17.2485,30.4766,1455.58,48.8629
12/22/2011,45.2138,19.6069,74.9586,12.0847,42.2052,39.5699,29.0171,58.819,58.063,47.3745,36.3376,31.2041,66.8693,67.6646,17.3608,30.7215,1469.62,49.2644
12/23/2011,45.5025,19.7339,75.517,12.1986,42.4906,39.8088,29.2017,59.2006,58.3597,47.7608,36.5217,31.3687,67.4528,67.9724,17.4356,30.9664,1476.64,49.5882
12/24/2011,45.5025,19.7339,75.517,12.1986,42.4906,39.8088,29.2017,59.2006,58.3597,47.7608,36.5217,31.3687,67.4528,67.9724,17.4356,30.9664,1476.64,49.5882
12/25/2011,45.5025,19.7339,75.517,12.1986,42.4906,39.8088,29.2017,59.2006,58.3597,47.7608,36.5217,31.3687,67.4528,67.9724,17.4356,30.9664,1476.64,49.5882
12/26/2011,45.5025,19.7339,75.517,12.1986,42.4906,39.8088,29.2017,59.2006,58.3597,47.7608,36.5217,31.3687,67.4528,67.9724,17.4356,30.9664,1476.64,49.5882
12/27/2011,45.4803,19.7703,75.584,12.1859,42.5977,39.8387,29.294,59.2006,58.3103,47.5676,36.624,31.5033,67.4079,67.9724,17.473,30.9664,1481.32,49.8342
12/28/2011,44.8585,19.4072,74.4895,12.0082,41.7771,39.3011,28.7863,57.9072,57.2222,46.4811,35.9388,30.89,66.241,66.6899,17.1737,30.4766,1453.24,49.109
12/29/2011,45.3249,19.6795,75.3383,12.1605,42.3836,39.7192,29.0786,58.6663,57.7168,47.1572,36.399,31.2939,67.2295,67.2542,17.3982,30.8575,1471.96,49.6011
12/30/2011,45.1694,19.5887,74.9809,12.1097,42.2409,39.5251,28.9863,58.6451,57.6673,47.1813,36.266,31.1443,66.9805,67.2029,17.3982,30.7215,1467.28,49.4328
12/31/2011,45.1694,19.5887,74.9809,12.1097,42.2409,39.5251,28.9863,58.6451,57.6673,47.1813,36.266,31.1443,66.9805,67.2029,17.3982,30.7215,1467.28,49.4328
1/1/2012,45.1694,19.5887,74.9809,12.1097,42.2409,39.5251,28.9863,58.6451,57.6673,47.1813,36.266,31.1443,66.9805,67.2029,17.3982,30.7215,1467.28,49.4328
1/2/2012,45.1694,19.5887,74.9809,12.1097,42.2409,39.5251,28.9863,58.6451,57.6673,47.1813,36.266,31.1443,66.9805,67.2029,17.3982,30.7215,1467.28,49.4328
1/3/2012,45.9023,19.7521,75.9413,12.3001,42.7761,40.1224,29.2632,59.8545,58.7059,48.292,36.7263,31.5183,68.067,68.4341,17.6975,31.1569,1476.64,49.9249
1/4/2012,45.769,19.7703,75.6286,12.2874,42.8831,40.0029,29.2017,59.8545,58.5081,48.3886,36.5831,31.4136,67.8633,68.1776,17.6227,31.1297,1476.64,49.6918
1/5/2012,45.8801,19.8973,76.2764,12.3636,43.1328,40.2866,29.4325,60.1091,58.8543,48.7025,36.8694,31.623,68.2255,68.588,17.6601,31.3201,1493.02,50.0544
1/6/2012,45.8801,19.9155,76.187,12.3255,43.1685,40.1821,29.4325,60.3213,58.9038,48.6059,36.8592,31.6379,68.2028,68.588,17.5853,31.3201,1488.34,50.0932
1/7/2012,45.8801,19.9155,76.187,12.3255,43.1685,40.1821,29.4325,60.3213,58.9038,48.6059,36.8592,31.6379,68.2028,68.588,17.5853,31.3201,1488.34,50.0932
1/8/2012,45.8801,19.9155,76.187,12.3255,43.1685,40.1821,29.4325,60.3213,58.9038,48.6059,36.8592,31.6379,68.2028,68.588,17.5853,31.3201,1488.34,50.0932
1/9/2012,46.0133,20.0244,76.4774,12.389,43.5609,40.3314,29.6632,60.4061,59.25,48.461,37.0229,31.8773,68.4971,69.0497,17.7349,31.4018,1497.7,50.4688
