as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
2013-10-13,59.4867,28.0258,111.231,17.3509,62.7157,57.0671,43.7564,88.4007,83.3852,78.5711,54.9929,45.7825,104.766,97.5585,25.9767,46.5312,2181.02,70.9077,43.7508,151.257,393.489,31.0784,2520.51,51.5013,82.1389,52.9912,57.607,63.7064,43.8148,108.519,259.308,100.183,395.372,76.3722,68.258,96.7403,63.6639,29.5977,21.6058,57.3904,386.893,164.708,80.3536,40.3706,31.1925,70.7936,249.13,33.5632,19.1022,186.426
2013-10-12,59.4867,28.0258,111.231,17.3509,62.7157,57.0671,43.7564,88.4007,83.3852,78.5711,54.9929,45.7825,104.766,97.5585,25.9767,46.5312,2181.02,70.9077,43.7508,151.257,393.489,31.0784,2520.51,51.5013,82.1389,52.9912,57.607,63.7064,43.8148,108.519,259.308,100.183,395.372,76.3722,68.258,96.7403,63.6639,29.5977,21.6058,57.3904,386.893,164.708,80.3536,40.3706,31.1925,70.7936,249.13,33.5632,19.1022,186.426
2013-10-11,59.4867,28.0258,111.231,17.3509,62.7157,57.0671,43.7564,88.4007,83.3852,78.5711,54.9929,45.7825,104.766,97.5585,25.9767,46.5312,2181.02,70.9077,43.7508,151.257,393.489,31.0784,2520.51,51.5013,82.1389,52.9912,57.607,63.7064,43.8148,108.519,259.308,100.183,395.372,76.3722,68.258,96.7403,63.6639,29.5977,21.6058,57.3904,386.893,164.708,80.3536,40.3706,31.1925,70.7936,249.13,33.5632,19.1022,186.426
2013-10-10,59.0931,27.7883,110.348,17.2102,62.1937,56.6586,43.3717,87.5812,82.7917,78.2572,54.4311,45.4344,103.995,96.8385,25.7327,46.1478,2164.64,70.4785,43.3009,149.888,391.131,30.8279,2510.37,51.1756,81.6099,52.517,57.129,63.3056,43.5523,107.604,258.903,100.063,394.731,76.2671,68.1851,96.7403,63.5879,29.5631,21.6058,57.2563,386.603,164.554,80.2507,40.3209,31.1859,70.7179,248.764,33.4327,19.0644,186.099
2013-10-09,58.0048,27.1945,107.928,16.8267,60.7023,55.5693,42.4025,85.5971,80.8134,76.567,53.167,44.4355,102.173,94.5242,25.123,45.0523,2110.82,69.0996,42.0637,146.278,382.432,30.2237,2449.51,50.0745,80.2634,51.4797,56.0238,61.9449,42.6249,105.369,258.498,100.103,393.177,76.2671,68.1122,96.7403,63.6433,29.5896,21.6276,57.2116,386.559,164.554,80.3022,40.3616,31.1838,70.7115,248.764,33.4282,19.0621,186.079
2013-10-08,57.889,27.2341,108.245,16.8011,61.1124,55.6147,42.5255,85.8128,81.308,76.4221,53.4155,44.602,102.383,95.0899,25.3669,45.0796,2131.88,69.4248,42.2887,146.9,384.054,30.3711,2454.59,50.0435,80.3115,51.3019,56.0686,61.9027,42.6074,105.369,258.701,100.09,393.607,76.2671,68.1851,96.7403,63.6961,29.5875,21.6276,57.2563,387.004,164.399,80.3536,40.3594,31.2107,70.7745,248.856,33.4238,19.0907,186.327
2013-10-07,58.4679,27.6695,109.692,16.9673,62.3801,56.3712,43.5102,87.344,83.2368,77.9433,54.4311,45.2831,103.668,97.3528,25.936,45.6274,2185.7,70.5305,42.7386,149.639,390.246,30.8279,2485.01,50.6638,80.9847,51.7761,56.9498,62.6622,43.0624,106.69,258.701,100.137,394.52,76.2671,68.1851,96.7403,63.6909,29.5854,21.6276,57.3904,386.961,164.708,80.4051,40.4002,31.2085,70.7682,249.13,33.4193,19.1191,186.307
2013-10-06,58.9078,27.9664,110.756,17.1719,63.2377,56.9461,44.0333,88.487,84.3249,78.8126,55.0361,45.722,104.673,98.6385,26.2206,46.093,2220.81,71.1419,43.1884,151.257,393.784,31.0931,2505.3,51.0981,81.4176,52.2206,57.607,63.2001,43.4123,107.604,258.498,100.185,394.468,76.2671,68.1122,96.7403,63.6856,29.5835,21.6058,57.3904,386.586,164.554,80.3022,40.3549,31.2064,70.68,248.856,33.4148,19.055,186.02
2013-10-05,58.9078,27.9664,110.756,17.1719,63.2377,56.9461,44.0333,88.487,84.3249,78.8126,55.0361,45.722,104.673,98.6385,26.2206,46.093,2220.81,71.1419,43.1884,151.257,393.784,31.0931,2505.3,51.0981,81.4176,52.2206,57.607,63.2001,43.4123,107.604,258.498,100.185,394.468,76.2671,68.1122,96.7403,63.6856,29.5835,21.6058,57.3904,386.586,164.554,80.3022,40.3549,31.2064,70.68,248.856,33.4148,19.055,186.02
2013-10-04,58.9078,27.9664,110.756,17.1719,63.2377,56.9461,44.0333,88.487,84.3249,78.8126,55.0361,45.722,104.673,98.6385,26.2206,46.093,2220.81,71.1419,43.1884,151.257,393.784,31.0931,2505.3,51.0981,81.4176,52.2206,57.607,63.2001,43.4123,107.604,258.498,100.185,394.468,76.2671,68.1122,96.7403,63.6856,29.5835,21.6058,57.3904,386.586,164.554,80.3022,40.3549,31.2064,70.68,248.856,33.4148,19.055,186.02
2013-10-03,58.5374,27.7091,109.828,17.0312,62.6411,56.4771,43.5871,87.689,83.3357,77.8467,54.604,45.3285,103.575,97.4556,26.0173,45.7095,2202.08,70.7256,42.7386,150.013,390.688,30.71,2485.01,50.7414,81.1771,51.9242,57.1141,62.7495,43.1498,106.995,258.498,100.231,393.834,76.2671,68.1851,96.7403,63.7305,29.6062,21.6276,57.3457,386.787,164.708,80.4566,40.4342,31.229,70.743,248.947,33.4014,19.0788,186.228
2013-10-02,59.0468,27.9268,110.642,17.1591,63.1632,56.8856,43.9564,88.336,84.127,78.3055,55.1334,45.7976,104.299,98.3299,26.1393,46.0382,2220.81,71.2459,43.3009,151.382,394.079,31.0342,2505.3,51.1911,81.7542,52.3392,57.7265,63.3162,43.4823,107.706,258.093,100.11,393.774,76.2671,68.1122,96.7403,63.6647,29.6042,21.6058,57.301,386.743,164.554,80.3536,40.389,31.2268,70.6671,248.673,33.3967,19.0446,185.941
2013-10-01,59.1394,27.9664,110.597,17.1591,63.2004,56.9461,44.0179,88.4007,84.0776,78.3055,55.263,45.8431,104.439,98.3299,26.1393,46.093,2223.15,71.4541,43.4134,151.631,394.227,31.0637,2505.3,51.2221,81.8504,52.5318,57.7862,63.3581,43.4823,107.503,257.688,99.99,393.235,76.1618,68.0393,112.791,63.5988,29.5737,21.584,57.2563,386.211,164.399,80.2507,40.3438,31.1955,70.5214,248.399,33.2748,19.0114,185.653
2013-09-30,58.6531,27.6299,109.557,17.0312,62.492,56.4771,43.4794,87.2577,83.1873,77.8467,54.5175,45.4041,103.201,97.2499,25.8547,45.6274,2192.72,70.8817,42.851,150.386,390.246,30.6658,2485.01,50.8034,81.4657,52.2947,57.3232,62.8439,43.2198,106.69,257.485,100.095,392.699,76.2671,68.0393,112.791,63.5899,29.6003,21.6058,57.301,386.168,164.399,80.3536,40.3848,31.1933,70.5846,248.581,33.2702,19.04,185.901
2013-09-29,58.9078,27.6893,109.964,17.0824,62.5666,56.5527,43.4948,87.4087,83.2862,78.1365,54.604,45.495,103.178,97.4042,25.8953,45.7917,2195.06,70.9728,43.076,150.884,391.72,30.9016,2500.23,51.1136,81.7974,52.6059,57.5771,63.2217,43.4823,107.299,257.89,100.029,393.498,76.2671,68.1122,95.3127,63.645,29.5982,21.6058,57.301,386.515,164.554,80.4051,40.2534,31.1868,70.6353,248.764,33.3729,19.0996,185.861
2013-09-28,58.9078,27.6893,109.964,17.0824,62.5666,56.5527,43.4948,87.4087,83.2862,78.1365,54.604,45.495,103.178,97.4042,25.8953,45.7917,2195.06,70.9728,43.076,150.884,391.72,30.9016,2500.23,51.1136,81.7974,52.6059,57.5771,63.2217,43.4823,107.299,257.89,100.029,393.498,76.2671,68.1122,95.3127,63.645,29.5982,21.6058,57.301,386.515,164.554,80.4051,40.2534,31.1868,70.6353,248.764,33.3729,19.0996,185.861
2013-09-27,58.9078,27.6893,109.964,17.0824,62.5666,56.5527,43.4948,87.4087,83.2862,78.1365,54.604,45.495,103.178,97.4042,25.8953,45.7917,2195.06,70.9728,43.076,150.884,391.72,30.9016,2500.23,51.1136,81.7974,52.6059,57.5771,63.2217,43.4823,107.299,257.89,100.029,393.498,76.2671,68.1122,95.3127,63.645,29.5982,21.6058,57.301,386.515,164.554,80.4051,40.2534,31.1868,70.6353,248.764,33.3729,19.0996,185.861
2013-09-26,59.0699,27.7685,110.484,17.1463,62.6784,56.825,43.5718,87.6459,83.5335,78.7401,54.7768,45.6009,103.621,97.6613,26.0986,45.9286,2199.74,70.9468,43.076,151.382,392.163,30.9605,2505.3,51.3307,82.1329,52.7541,57.3979,63.484,43.6223,107.807,257.89,99.9697,393.776,76.1618,68.1122,95.3127,63.5682,29.5634,21.584,57.301,386.224,164.399,80.3536,40.2463,31.1799,70.6291,248.764,33.3588,19.093,186.067
2013-09-25,58.9078,27.6695,110.122,17.0696,62.3428,56.6586,43.3256,87.4734,82.8411,78.3297,54.4743,45.3587,103.388,96.8385,25.8547,45.8191,2185.7,70.7126,42.9635,150.759,390.099,30.8574,2500.23,51.1291,81.8453,52.517,57.0245,63.2427,43.5288,107.401,258.498,100.069,393.705,76.2671,68.258,95.3127,63.6232,29.5898,21.6276,57.3465,386.907,164.554,80.5018,40.2877,31.2068,70.7613,249.13,33.3541,19.1518,186.046
2013-09-24,58.9542,27.6695,110.054,17.0952,62.3428,56.7494,43.3563,87.193,83.1379,78.4504,54.4311,45.4041,103.318,97.2499,25.8953,45.7643,2185.7,70.8037,43.076,151.008,391.131,30.931,2500.23,51.2841,82.037,52.7096,57.1589,63.4211,43.5462,107.503,258.286,99.9534,393.65,76.1618,68.1851,95.3127,63.5566,29.5591,21.584,57.3465,386.374,164.399,80.3991,40.2424,31.1754,70.6169,248.673,33.3494,19.1187,186.026
2013-09-23,58.931,27.6497,109.986,17.0696,62.1564,56.825,43.2948,86.9342,82.8906,78.1365,54.2907,45.3436,103.294,96.9413,25.8953,45.7095,2178.68,70.8947,43.076,150.759,390.688,30.9753,2510.37,51.4082,82.1808,52.9171,57.3232,63.5785,43.7204,107.503,257.68,99.8295,393.596,76.0566,68.01,95.3127,63.4303,29.4714,21.5186,57.2574,385.841,163.934,80.1422,40.1541,31.1149,70.4034,248.218,33.3447,18.9924,185.472
2013-09-22,59.2552,27.8081,110.575,17.1591,62.6784,57.2184,43.6025,87.4734,83.6819,78.547,54.4959,45.5404,103.995,97.867,26.0173,45.956,2197.4,71.1549,43.1884,151.88,393.637,31.1374,2520.51,51.6408,82.2766,53.1394,57.7563,63.8828,43.9642,108.112,257.882,99.7663,394.504,75.9515,68.01,95.3127,63.4254,29.4408,21.4968,57.2128,385.214,163.846,80.0908,40.1524,31.0544,70.385,248.127,33.2233,18.9902,185.184
2013-09-21,59.2552,27.8081,110.575,17.1591,62.6784,57.2184,43.6025,87.4734,83.6819,78.547,54.4959,45.5404,103.995,97.867,26.0173,45.956,2197.4,71.1549,43.1884,151.88,393.637,31.1374,2520.51,51.6408,82.2766,53.1394,57.7563,63.8828,43.9642,108.112,257.882,99.7663,394.504,75.9515,68.01,95.3127,63.4254,29.4408,21.4968,57.2128,385.214,163.846,80.0908,40.1524,31.0544,70.385,248.127,33.2233,18.9902,185.184
2013-09-20,59.2552,27.8081,110.575,17.1591,62.6784,57.2184,43.6025,87.4734,83.6819,78.547,54.4959,45.5404,103.995,97.867,26.0173,45.956,2197.4,71.1549,43.1884,151.88,393.637,31.1374,2520.51,51.6408,82.2766,53.1394,57.7563,63.8828,43.9642,108.112,257.882,99.7663,394.504,75.9515,68.01,95.3127,63.4254,29.4408,21.4968,57.2128,385.214,163.846,80.0908,40.1524,31.0544,70.385,248.127,33.2233,18.9902,185.184
2013-09-19,59.672,28.006,111.479,17.2742,63.1632,57.6118,43.8795,88.1635,84.4238,79.3196,54.8092,45.9036,104.813,98.6899,26.1393,46.2573,2216.13,71.5451,43.5258,152.876,395.111,31.3879,2535.73,52.0285,82.9954,53.495,58.0102,64.3445,44.2952,108.824,257.478,99.7013,394.339,75.9515,67.9373,95.3127,63.4098,29.4346,21.475,57.2574,384.924,163.846,79.9367,40.1023,31.0184,70.3097,247.762,33.2091,18.8911,184.856
2013-09-18,59.7415,28.0456,112.022,17.2997,63.2377,57.6572,43.8179,88.2929,84.5721,79.2472,54.8417,46.0095,104.789,98.8442,26.1799,46.3942,2220.81,71.5451,43.7508,152.751,395.996,31.4468,2540.8,52.1061,83.1391,53.495,58.07,64.4494,44.3997,109.23,256.67,99.6365,393.325,76.0566,67.792,95.3127,63.4045,29.4612,21.475,57.2128,384.635,163.383,80.0395,40.1428,31.0452,70.2344,247.671,33.2045,18.9188,184.569
2013-09-17,59.1857,27.8278,110.846,17.0952,62.7903,57.0671,43.4333,87.7538,83.8303,78.4504,54.3123,45.5555,104.042,98.0727,25.9767,46.0108,2206.77,71.1419,43.1884,151.008,392.015,31.1079,2525.59,51.4857,82.1329,52.7541,57.368,63.6729,43.9468,107.503,254.651,99.1797,391.83,75.2151,67.4287,95.3127,63.0968,29.2596,21.3441,56.7672,382.641,162.457,79.4743,39.9257,30.8682,69.8133,246.123,32.9664,18.7319,183.214
2013-09-16,58.931,27.6893,110.167,17.0184,62.3056,56.7645,43.1102,87.193,83.2862,77.7502,53.8585,45.2377,103.762,97.4042,25.814,45.7917,2181.02,70.8427,42.9635,150.386,390.541,30.8721,2515.44,51.2686,81.8932,52.627,57.1738,63.4106,43.8249,107.198,254.449,98.9447,391.296,75.0047,67.356,95.3127,63.0312,29.229,21.3223,56.6335,382.108,162.457,79.3202,39.8805,30.8369,69.7382,245.667,32.9617,18.668,182.926
2013-09-15,58.5605,27.5112,109.443,16.9162,61.8954,56.4619,42.9102,86.5892,82.7917,77.6294,53.6748,44.9198,103.248,96.8899,25.6921,45.4905,2171.66,70.4525,42.6261,149.515,388.329,30.7837,2495.16,50.974,81.4141,52.1094,56.8751,63.0433,43.5114,106.385,253.439,98.8117,390.282,74.8995,67.2834,95.3127,62.9657,29.1986,21.3005,56.4999,381.725,161.993,79.2175,39.8351,30.8055,69.6509,245.212,32.8404,18.6924,182.639
2013-09-14,58.5605,27.5112,109.443,16.9162,61.8954,56.4619,42.9102,86.5892,82.7917,77.6294,53.6748,44.9198,103.248,96.8899,25.6921,45.4905,2171.66,70.4525,42.6261,149.515,388.329,30.7837,2495.16,50.974,81.4141,52.1094,56.8751,63.0433,43.5114,106.385,253.439,98.8117,390.282,74.8995,67.2834,95.3127,62.9657,29.1986,21.3005,56.4999,381.725,161.993,79.2175,39.8351,30.8055,69.6509,245.212,32.8404,18.6924,182.639
2013-09-13,58.5605,27.5112,109.443,16.9162,61.8954,56.4619,42.9102,86.5892,82.7917,77.6294,53.6748,44.9198,103.248,96.8899,25.6921,45.4905,2171.66,70.4525,42.6261,149.515,388.329,30.7837,2495.16,50.974,81.4141,52.1094,56.8751,63.0433,43.5114,106.385,253.439,98.8117,390.282,74.8995,67.2834,95.3127,62.9657,29.1986,21.3005,56.4999,381.725,161.993,79.2175,39.8351,30.8055,69.6509,245.212,32.8404,18.6924,182.639
2013-09-12,58.4216,27.4518,109.217,16.8522,61.4853,56.4014,42.8486,86.2225,82.4949,77.388,53.4911,44.8139,103.201,96.5299,25.6514,45.4083,2174.0,70.4655,42.5136,149.515,387.592,30.7984,2490.09,50.8344,81.1745,51.9763,56.8452,62.8754,43.3546,106.08,253.237,98.8027,390.119,74.8995,67.2107,95.3127,62.889,29.1646,21.2787,56.4999,381.435,161.839,79.2175,39.8279,30.7697,69.6448,245.121,32.8261,18.6846,182.311
2013-09-11,58.6531,27.5903,109.624,16.9162,61.5971,56.5678,43.0179,86.6323,82.8906,77.7502,53.7397,44.9501,103.668,96.9928,25.7734,45.6274,2176.34,70.6606,42.7386,150.013,388.919,30.9605,2500.23,51.005,81.462,52.1538,56.9797,63.0748,43.5288,106.487,252.632,98.7369,390.064,74.7943,67.1381,95.3127,62.8235,29.1342,21.2569,56.4999,381.145,161.53,79.1147,39.7826,30.7676,69.5005,244.756,32.8214,18.6514,182.29
2013-09-10,58.4911,27.5112,109.172,16.9162,61.5598,56.3863,42.8179,86.5676,82.7917,77.4121,53.664,44.9198,103.505,96.8899,25.814,45.5178,2178.68,70.6476,42.5136,149.515,387.592,30.8721,2490.09,50.8344,81.2224,51.7545,56.6063,62.8754,43.3546,106.08,251.824,98.6578,389.514,74.5839,66.9201,95.3127,62.7584,29.0753,21.2351,56.3662,380.612,161.221,78.9606,39.7374,30.7072,69.3559,244.301,32.8167,18.5859,181.736
2013-09-09,58.1437,27.2539,108.448,16.7627,61.0751,55.8719,42.5717,85.7481,82.1982,76.905,53.1778,44.5869,102.267,96.1699,25.5701,45.1344,2148.26,69.776,41.9513,148.27,384.644,30.71,2469.8,50.4622,80.6953,51.3405,55.979,62.4137,42.954,105.267,252.228,98.7611,388.98,74.7943,67.0654,95.3127,62.8138,29.159,21.2787,56.3662,381.052,161.53,79.1661,39.8209,30.7633,69.5573,244.665,32.812,18.676,182.25
2013-09-08,57.6111,26.8976,107.272,16.4686,60.2175,55.2516,42.0332,84.6266,81.2585,75.3838,52.3891,44.0723,99.8605,95.0899,25.1636,44.5867,2108.48,68.8654,41.3889,146.527,380.81,30.2827,2449.51,49.966,80.0244,50.8673,55.4114,61.7946,42.6056,104.251,251.42,98.7519,388.446,74.5839,66.9927,95.3127,62.6877,29.0717,21.2351,56.188,380.426,161.067,79.012,39.7328,30.7323,69.4699,244.21,32.6907,18.6122,181.962
2013-09-07,57.6111,26.8976,107.272,16.4686,60.2175,55.2516,42.0332,84.6266,81.2585,75.3838,52.3891,44.0723,99.8605,95.0899,25.1636,44.5867,2108.48,68.8654,41.3889,146.527,380.81,30.2827,2449.51,49.966,80.0244,50.8673,55.4114,61.7946,42.6056,104.251,251.42,98.7519,388.446,74.5839,66.9927,95.3127,62.6877,29.0717,21.2351,56.188,380.426,161.067,79.012,39.7328,30.7323,69.4699,244.21,32.6907,18.6122,181.962
2013-09-06,57.6111,26.8976,107.272,16.4686,60.2175,55.2516,42.0332,84.6266,81.2585,75.3838,52.3891,44.0723,99.8605,95.0899,25.1636,44.5867,2108.48,68.8654,41.3889,146.527,380.81,30.2827,2449.51,49.966,80.0244,50.8673,55.4114,61.7946,42.6056,104.251,251.42,98.7519,388.446,74.5839,66.9927,95.3127,62.6877,29.0717,21.2351,56.188,380.426,161.067,79.012,39.7328,30.7323,69.4699,244.21,32.6907,18.6122,181.962
2013-09-05,57.5417,26.8778,107.136,16.4686,60.1802,55.1911,42.0332,84.6913,81.2585,75.1424,52.3027,44.0572,100.094,95.0899,25.1636,44.5045,2101.46,68.8004,41.5014,146.402,380.81,30.209,2449.51,49.9505,79.9286,50.8673,55.4114,61.7841,42.6404,104.048,250.41,98.6308,387.795,74.2683,66.8474,95.3127,62.5511,29.0093,21.1915,55.9652,379.406,160.603,78.8579,39.6828,30.6384,69.3945,243.663,32.6767,18.6054,181.634
2013-09-04,57.3796,26.7789,106.955,16.4431,59.9565,55.0398,41.8332,84.2816,80.9617,74.4663,52.1406,43.8604,99.5335,94.7299,25.0417,44.395,2089.76,68.5923,41.3889,145.78,379.778,30.0616,2449.51,49.8885,79.9765,50.7638,55.277,61.7002,42.5533,103.946,251.824,98.8934,388.222,74.6891,67.1381,95.3127,62.7878,29.1215,21.2787,56.188,381.063,161.376,79.2689,39.8091,30.7819,69.7334,244.574,32.7887,18.757,182.682
2013-09-03,57.0091,26.5018,105.734,16.2768,59.5837,54.5557,41.4793,83.3326,80.121,74.2731,51.6869,43.5274,98.459,93.7528,24.8384,43.9568,2066.36,67.9289,40.8266,144.659,376.83,29.7374,2429.23,49.4852,79.4973,50.3498,54.7692,61.1965,42.2572,102.93,252.228,98.9904,388.159,74.8995,67.2107,111.42,62.9038,29.1767,21.3005,56.0989,381.26,161.684,79.4743,39.8495,30.8379,69.8655,244.665,32.784,18.7855,182.928
2013-09-02,56.9165,26.383,105.236,16.2385,59.1735,54.3439,41.2485,83.0091,79.6264,73.7178,51.4924,43.2853,97.8984,93.1357,24.5132,43.765,2049.97,67.5516,40.4892,143.663,374.176,29.5016,2414.01,49.2681,79.5452,50.1871,54.2464,60.9342,42.1353,102.321,253.439,99.1502,388.103,75.0047,67.356,111.42,63.0197,29.3174,21.3878,56.188,382.093,162.302,79.8339,40.0136,30.9231,70.1931,245.303,33.0127,18.968,183.44
2013-09-01,56.9165,26.383,105.236,16.2385,59.1735,54.3439,41.2485,83.0091,79.6264,73.7178,51.4924,43.2853,97.8984,93.1357,24.5132,43.765,2049.97,67.5516,40.4892,143.663,374.176,29.5016,2414.01,49.2681,79.5452,50.1871,54.2464,60.9342,42.1353,102.321,253.439,99.1502,388.103,75.0047,67.356,111.42,63.0197,29.3174,21.3878,56.188,382.093,162.302,79.8339,40.0136,30.9231,70.1931,245.303,33.0127,18.968,183.44
2013-08-31,56.9165,26.383,105.236,16.2385,59.1735,54.3439,41.2485,83.0091,79.6264,73.7178,51.4924,43.2853,97.8984,93.1357,24.5132,43.765,2049.97,67.5516,40.4892,143.663,374.176,29.5016,2414.01,49.2681,79.5452,50.1871,54.2464,60.9342,42.1353,102.321,253.439,99.1502,388.103,75.0047,67.356,111.42,63.0197,29.3137,21.3878,56.188,382.093,162.302,79.8339,40.0136,30.9231,70.1931,245.303,33.0127,18.968,183.44
2013-08-30,56.9165,26.383,105.236,16.2385,59.1735,54.3439,41.2485,83.0091,79.6264,73.7178,51.4924,43.2853,97.8984,93.1357,24.5132,43.765,2049.97,67.5516,40.4892,143.663,374.176,29.5016,2414.01,49.2681,79.5452,50.1871,54.2464,60.9342,42.1353,102.321,253.439,99.1502,388.103,75.0047,67.356,111.42,63.0197,29.3137,21.3878,56.188,382.093,162.302,79.8339,40.0136,30.9231,70.1931,245.303,33.0127,18.968,183.421
2013-08-29,57.2638,26.6007,105.937,16.3536,59.7701,54.707,41.5255,83.9581,80.0221,74.3214,52.1082,43.6637,98.7159,93.65,24.6758,44.1211,2073.38,68.163,40.8266,144.535,375.798,29.6785,2429.23,49.4232,79.689,50.3202,54.5153,61.1231,42.3095,102.829,253.237,99.049,387.996,75.0047,67.356,93.4844,62.9955,29.2817,21.3878,56.188,382.488,162.302,79.8339,40.0088,30.9188,70.111,245.121,32.8873,18.8973,183.648
2013-08-28,57.0786,26.4622,105.553,16.2896,59.4718,54.4952,41.2332,83.5052,79.5275,74.0558,51.7409,43.3912,98.3422,93.0328,24.4319,43.9841,2057.0,67.7858,40.6016,143.663,374.324,29.649,2419.09,49.3302,79.5931,50.1575,54.1867,60.9972,42.205,102.321,252.834,99.0405,387.464,74.7943,67.2107,93.4844,62.9302,29.223,21.3441,56.188,381.958,161.839,79.6279,39.9641,30.8877,69.967,244.756,32.8828,18.8023,183.362
2013-08-27,57.0322,26.383,105.281,16.2513,59.3227,54.4044,41.0947,83.3111,79.1813,73.8868,51.5788,43.3156,98.1787,92.57,24.2693,43.902,2045.29,67.4996,40.7141,142.792,372.407,29.5459,2414.01,49.1751,79.4494,50.1723,53.9925,60.8188,42.1179,102.219,253.641,99.1394,387.393,75.1099,67.356,93.4844,63.0457,29.3066,21.3878,56.3088,382.882,162.302,79.8843,40.0916,30.9727,70.1679,245.394,32.9944,18.8867,183.608
2013-08-26,57.9353,26.957,107.227,16.5454,60.6277,55.3575,42.0178,85.2736,80.8628,75.746,52.7024,44.2388,100.421,94.5757,24.7977,44.7784,2092.1,68.8394,41.5014,145.406,378.894,30.0616,2454.59,49.966,80.3598,50.9708,54.8887,61.7946,42.7972,104.15,253.094,98.9368,387.819,75.0047,67.2107,93.4844,62.9203,29.191,21.3223,56.2643,381.867,161.839,79.5767,39.9615,30.8835,69.8859,244.914,32.8738,18.7608,183.056
2013-08-25,58.1206,26.9966,107.566,16.6093,60.665,55.4937,41.987,85.403,81.0112,75.9392,52.67,44.2842,100.468,94.7814,24.7977,44.8879,2085.08,68.7874,41.3889,145.655,378.304,30.0911,2454.59,50.1831,80.6953,51.163,54.9633,62.0465,43.0062,104.353,252.893,98.8728,387.767,74.7943,67.1094,93.4844,62.8551,29.1608,21.3005,56.2199,381.245,161.376,79.4741,39.9161,30.8234,69.7988,244.732,32.8693,18.7277,182.771
2013-08-24,58.1206,26.9966,107.566,16.6093,60.665,55.4937,41.987,85.403,81.0112,75.9392,52.67,44.2842,100.468,94.7814,24.7977,44.8879,2085.08,68.7874,41.3889,145.655,378.304,30.0911,2454.59,50.1831,80.6953,51.163,54.9633,62.0465,43.0062,104.353,252.893,98.8728,387.767,74.7943,67.1094,93.4844,62.8551,29.1608,21.3005,56.2199,381.245,161.376,79.4741,39.9161,30.8234,69.7988,244.732,32.8693,18.7277,182.771
2013-08-23,58.1206,26.9966,107.566,16.6093,60.665,55.4937,41.987,85.403,81.0112,75.9392,52.67,44.2842,100.468,94.7814,24.7977,44.8879,2085.08,68.7874,41.3889,145.655,378.304,30.0911,2454.59,50.1831,80.6953,51.163,54.9633,62.0465,43.0062,104.353,252.893,98.8728,387.767,74.7943,67.1094,93.4844,62.8551,29.1608,21.3005,56.2199,381.245,161.376,79.4741,39.9161,30.8234,69.7988,244.732,32.8693,18.7277,182.771
2013-08-22,57.9585,26.9372,107.272,16.5837,60.5904,55.3878,41.8947,85.3599,80.9123,76.1565,52.5188,44.1631,100.374,94.6271,24.7164,44.751,2087.42,68.7874,41.5014,145.655,376.977,29.9437,2449.51,49.966,80.3119,51.0448,54.9484,61.7946,42.7624,103.946,251.887,98.6971,387.131,74.3735,66.8922,93.4844,62.7201,29.0699,21.2133,55.9979,379.988,160.67,79.0639,39.7799,30.7299,69.379,243.642,32.7394,18.567,181.913
2013-08-21,57.3796,26.6403,106.028,16.3919,59.7701,54.7977,41.3255,84.3247,79.8737,74.9492,51.8705,43.6334,99.2766,93.3928,24.3912,44.258,2061.68,68.085,40.939,144.161,372.997,29.5164,2429.23,49.5473,79.8327,50.5863,54.5153,61.2595,42.414,103.032,252.088,98.7878,387.036,74.4787,66.8198,93.4844,62.8359,29.1249,21.2351,56.0423,380.186,160.978,79.2178,39.863,30.7278,69.5109,243.914,32.7349,18.5647,181.628
2013-08-20,57.8195,26.8184,106.571,16.5198,60.1429,55.2365,41.5563,84.8423,80.2693,75.1424,52.173,43.921,100.445,93.8557,24.4725,44.6414,2068.7,68.2801,41.2765,144.784,373.881,29.7374,2444.44,49.8264,80.3598,50.7786,54.6348,61.6162,42.6927,103.54,253.094,98.9471,387.462,74.7943,67.037,93.4844,62.9518,29.1799,21.2787,56.3088,381.353,161.286,79.4228,39.9462,30.8128,69.7119,244.641,32.8465,18.6544,182.406
2013-08-19,57.3564,26.5611,105.643,16.3919,59.3599,54.7675,41.0639,83.7855,79.478,74.5629,51.5032,43.3912,99.5802,92.9814,24.2693,44.258,2047.63,67.9419,41.0515,143.414,371.375,29.6343,2434.3,49.6403,80.1202,50.6159,54.5003,61.3854,42.5708,103.133,252.49,98.827,387.408,74.6891,66.9646,93.4844,62.8264,29.0926,21.2351,56.3088,380.581,160.978,79.1665,39.815,30.7526,69.4989,244.278,32.842,18.5602,182.12
2013-08-18,57.7732,26.7591,106.593,16.5198,59.6955,55.2516,41.3409,84.5835,80.1704,75.3114,51.9786,43.8301,100.304,93.7014,24.5538,44.5867,2057.0,68.163,41.2765,144.161,372.849,29.8701,2449.51,49.935,80.5994,50.7194,54.6049,61.7422,42.8495,104.048,253.698,98.9862,388.312,75.0047,67.1818,93.4844,63.0027,29.1762,21.2787,56.4864,381.658,161.594,79.4228,39.8982,30.8377,69.6879,245.004,32.9537,18.6805,182.899
