as_of,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
8/23/2005,151.579,78.5254,226.459,53.9668,42.047,59.7996,39.0826,21.1666,14.3912,31.4483,237.273,140.76,58.1488,28.2112,20.6879,44.6764,148.975,19.7449,9.8679,122.586
8/24/2005,151.579,78.5254,226.459,53.9668,42.0563,59.7996,39.0871,21.1691,14.3912,31.472,237.459,140.857,58.1488,28.2143,20.6901,44.6827,148.915,19.7449,9.88604,122.601
8/25/2005,151.711,78.6918,226.743,53.9668,42.1027,59.7996,39.1322,21.1926,14.4044,31.5238,237.644,140.966,58.2012,28.2472,20.7126,44.7273,149.036,19.8206,9.92057,122.797
8/26/2005,151.579,78.5254,226.743,53.8123,42.0563,59.7996,39.1048,21.1794,14.3912,31.4526,237.363,140.857,58.1654,28.2267,20.6789,44.7014,148.945,19.7505,9.89176,122.66
8/27/2005,151.579,78.5254,226.743,53.8123,42.0563,59.7996,39.1048,21.1794,14.3912,31.4526,237.363,140.857,58.1654,28.2267,20.6789,44.7014,148.945,19.7505,9.89176,122.66
8/28/2005,151.579,78.5254,226.743,53.8123,42.0563,59.7996,39.1048,21.1794,14.3912,31.4526,237.363,140.857,58.1654,28.2267,20.6789,44.7014,148.945,19.7505,9.89176,122.66
8/29/2005,151.579,78.6252,226.743,53.9153,42.0563,59.7996,39.1093,21.1819,14.4044,31.4526,237.549,140.857,58.1654,28.2295,20.7014,44.7077,149.006,19.7505,9.90974,122.675
8/30/2005,151.974,78.7922,226.743,54.1727,42.1492,59.7996,39.2357,21.2473,14.4439,31.5001,238.501,141.401,58.3444,28.3218,20.7642,44.8479,149.311,19.8262,9.96084,123.053
8/31/2005,152.727,79.126,227.028,54.3272,42.2421,60.596,39.3619,21.3126,14.4966,31.6426,239.156,141.837,58.4517,28.3842,20.8271,44.9496,149.555,19.9433,10.0119,123.431
9/1/2005,152.991,79.126,227.028,54.4302,42.2421,60.596,39.4072,21.3363,14.5098,31.8089,239.344,141.946,58.4875,28.4172,20.8293,44.9562,149.86,19.9433,9.99683,123.264
9/2/2005,152.859,79.126,227.028,54.3787,42.2421,60.596,39.385,21.3262,14.5098,31.8089,239.064,141.946,58.4875,28.4303,20.8385,44.9309,149.921,19.9507,9.96944,123.326
9/3/2005,152.859,79.126,227.028,54.3787,42.2421,60.596,39.385,21.3262,14.5098,31.8089,239.064,141.946,58.4875,28.4303,20.8385,44.9309,149.921,19.9507,9.96944,123.326
9/4/2005,152.859,79.126,227.028,54.3787,42.2421,60.596,39.385,21.3262,14.5098,31.8089,239.064,141.946,58.4875,28.4303,20.8385,44.9309,149.921,19.9507,9.96944,123.326
9/5/2005,152.859,79.126,227.028,54.3787,42.2421,60.596,39.385,21.3262,14.5098,31.8089,239.064,141.946,58.4875,28.4303,20.8385,44.9309,149.921,19.9507,9.96944,123.326
9/6/2005,152.595,78.9591,227.312,54.4302,42.1492,60.596,39.3082,21.2869,14.4835,31.8089,238.469,141.619,58.4159,28.3739,20.8002,44.8925,149.86,19.8768,9.92122,122.977
9/7/2005,152.198,78.7922,227.597,54.3272,42.0563,61.0665,39.1907,21.2266,14.4439,31.7139,237.876,141.293,58.3086,28.3473,20.7418,44.7645,149.616,19.879,9.83988,122.629
9/8/2005,152.198,78.7922,227.406,54.3787,42.0563,61.0665,39.1954,21.2294,14.4439,31.7614,237.908,141.293,58.3086,28.3207,20.7442,44.771,149.616,19.8053,9.8413,122.644
9/9/2005,152.33,78.7922,227.692,54.3787,42.1027,61.0665,39.2499,21.2375,14.4571,31.8326,238.096,141.401,58.3444,28.3602,20.7716,44.8159,149.738,19.8834,9.86252,122.873
9/10/2005,152.33,78.7922,227.692,54.3787,42.1027,61.0665,39.2499,21.2375,14.4571,31.8326,238.096,141.401,58.3444,28.3602,20.7716,44.8159,149.738,19.8834,9.86252,122.873
9/11/2005,152.33,78.7922,227.692,54.3787,42.1027,61.0665,39.2499,21.2375,14.4571,31.8326,238.096,141.401,58.3444,28.3602,20.7716,44.8159,149.738,19.8834,9.86252,122.873
9/12/2005,152.066,78.6252,227.692,54.3787,42.0563,61.0665,39.1729,21.2192,14.4308,31.7376,237.659,141.184,58.2728,28.3038,20.7335,44.7775,149.616,19.8097,9.81428,122.524
9/13/2005,152.198,78.7922,227.692,54.4817,42.1027,61.0665,39.2182,21.243,14.4571,31.7851,238.003,141.401,58.3444,28.3368,20.7562,44.8289,149.738,19.8878,9.84881,122.721
9/14/2005,152.066,78.7922,227.406,54.3787,42.0563,61.0665,39.1821,21.2247,14.4308,31.8089,237.878,141.293,58.3086,28.34,20.7383,44.7457,149.677,19.8141,9.81712,122.555
9/15/2005,151.802,78.6252,227.12,54.3272,42.0098,61.0665,39.1051,21.1854,14.4176,31.7614,237.441,140.966,58.2012,28.2836,20.7001,44.6679,149.555,19.8163,9.75234,122.206
9/16/2005,151.538,78.4583,227.12,54.2757,41.9168,61.0665,39.0374,21.1516,14.378,31.7376,236.847,140.748,58.1296,28.2635,20.6669,44.5977,149.494,19.7471,9.70695,122.071
9/17/2005,151.538,78.4583,227.12,54.2757,41.9168,61.0665,39.0374,21.1516,14.378,31.7376,236.847,140.748,58.1296,28.2635,20.6669,44.5977,149.494,19.7471,9.70695,122.071
9/18/2005,151.538,78.4583,227.12,54.2757,41.9168,61.0665,39.0374,21.1516,14.378,31.7376,236.847,140.748,58.1296,28.2635,20.6669,44.5977,149.494,19.7471,9.70695,122.071
9/19/2005,151.538,78.6252,226.834,54.3787,41.9168,61.0665,39.0827,21.1753,14.3912,31.7851,237.191,140.857,58.1654,28.2667,20.6898,44.6042,149.494,19.7493,9.72502,122.086
9/20/2005,151.273,78.4583,226.262,54.3787,41.8704,61.0665,39.0465,21.178,14.3912,31.7376,236.91,140.748,58.1654,28.2699,20.6719,44.611,149.433,19.7515,9.72644,121.92
9/21/2005,151.538,78.6252,225.69,54.3787,41.9633,61.0665,39.1325,21.2018,14.4176,31.8089,237.567,141.075,58.2728,28.3328,20.7149,44.6624,149.616,19.8295,9.79408,122.299
9/22/2005,151.538,78.6252,225.404,54.4302,41.9168,61.0665,39.178,21.2255,14.4176,31.7376,237.599,141.184,58.3086,28.3361,20.7376,44.6689,149.555,19.8317,9.7955,122.315
9/23/2005,151.273,78.4583,225.69,54.3272,41.8704,61.0665,39.07,21.1707,14.3912,31.6875,236.849,140.737,58.2012,28.2564,20.6839,44.5538,149.311,19.7625,9.73326,121.997
9/24/2005,151.273,78.4583,225.69,54.3272,41.8704,61.0665,39.07,21.1707,14.3912,31.6875,236.849,140.737,58.2012,28.2564,20.6839,44.5538,149.311,19.7625,9.73326,121.997
9/25/2005,151.273,78.4583,225.69,54.3272,41.8704,61.0665,39.07,21.1707,14.3912,31.6875,236.849,140.737,58.2012,28.2564,20.6839,44.5538,149.311,19.7625,9.73326,121.997
9/26/2005,151.009,78.4583,225.976,54.2757,41.8332,61.0665,38.9932,21.1314,14.378,31.616,236.569,140.41,58.0938,28.2299,20.6456,44.5153,149.189,19.7647,9.70144,121.83
9/27/2005,150.877,78.4583,225.976,54.3272,41.7865,61.0665,38.9979,21.1341,14.3649,31.4968,236.445,140.41,58.0938,28.2327,20.6479,44.5218,149.036,19.7669,9.6862,121.664
9/28/2005,151.009,78.5585,225.976,54.3272,41.8799,61.0665,39.0435,21.1578,14.3912,31.616,236.946,140.628,58.1828,28.2656,20.6706,44.573,149.22,19.7691,9.73753,122.043
9/29/2005,151.009,78.391,225.976,54.3272,41.7865,61.0665,39.0077,21.1186,14.3649,31.6637,236.794,140.41,58.1469,28.239,20.6527,44.4898,149.281,19.7713,9.70569,121.877
9/30/2005,151.264,78.2235,225.976,54.2757,41.7865,60.7022,38.9403,21.1003,14.3385,31.6637,236.511,140.191,58.0751,28.2423,20.6192,44.4775,149.159,19.7038,9.67671,121.71
10/1/2005,151.264,78.2235,225.976,54.2757,41.7865,60.7022,38.9403,21.1003,14.3385,31.6637,236.511,140.191,58.0751,28.2423,20.6192,44.4775,149.159,19.7038,9.67671,121.71
10/2/2005,151.264,78.2235,225.976,54.2757,41.7865,60.7022,38.9403,21.1003,14.3385,31.6637,236.511,140.191,58.0751,28.2423,20.6192,44.4775,149.159,19.7038,9.67671,121.71
10/3/2005,150.866,78.056,225.976,54.2757,41.6931,60.7022,38.8633,21.0608,14.3122,31.616,235.914,139.972,57.9674,28.2222,20.5605,44.3936,148.914,19.6299,9.62825,121.39
10/4/2005,150.866,78.2235,225.69,54.2242,41.7398,60.7022,38.8679,21.0634,14.3253,31.5683,235.945,140.082,58.0033,28.2256,20.5833,44.3998,148.914,19.7082,9.64631,121.405
10/5/2005,150.998,78.2235,224.832,54.2242,41.7398,60.3742,38.9136,21.0871,14.3253,31.5206,236.29,140.191,58.0392,28.2589,20.5858,44.4061,148.853,19.7102,9.66437,121.42
10/6/2005,150.866,78.2235,224.259,54.1213,41.7398,60.3742,38.9183,21.0687,14.3253,31.5206,236.163,140.191,58.0392,28.2622,20.5883,44.4124,148.853,19.7123,9.64918,121.435
10/7/2005,150.866,78.2235,224.354,54.1213,41.7398,60.3742,38.9323,21.0977,14.3253,31.5206,236.193,140.191,58.0751,28.2753,20.5955,44.3861,148.853,19.7184,9.67013,121.48
10/8/2005,150.866,78.2235,224.354,54.1213,41.7398,60.3742,38.9323,21.0977,14.3253,31.5206,236.193,140.191,58.0751,28.2753,20.5955,44.3861,148.853,19.7184,9.67013,121.48
10/9/2005,150.866,78.2235,224.354,54.1213,41.7398,60.3742,38.9323,21.0977,14.3253,31.5206,236.193,140.191,58.0751,28.2753,20.5955,44.3861,148.853,19.7184,9.67013,121.48
10/10/2005,150.866,78.2235,224.066,54.1727,41.7398,60.3742,38.9369,21.1003,14.3385,31.4968,236.224,140.191,58.0751,28.2753,20.5979,44.3924,148.914,19.7205,9.67149,121.495
10/11/2005,150.601,78.2235,223.203,54.1727,41.6464,60.3742,38.9006,21.0819,14.3253,31.4252,235.941,139.863,58.0392,28.2486,20.5799,44.3536,148.731,19.7225,9.63967,121.327
10/12/2005,150.203,78.056,222.628,54.0698,41.5064,60.3742,38.7824,21.0424,14.2858,31.4014,235.343,139.535,57.8956,28.192,20.5415,44.1796,148.486,19.6485,9.55823,120.794
10/13/2005,149.938,77.8885,221.765,54.0183,41.413,60.3742,38.7459,21.0028,14.2594,31.306,235.06,139.317,57.8238,28.1653,20.5033,44.0958,148.241,19.6506,9.50977,120.444
10/14/2005,149.938,77.8885,222.628,54.0183,41.4597,60.3742,38.7183,20.9897,14.2594,31.3537,234.933,139.208,57.8238,28.1751,20.4902,44.0507,148.302,19.5807,9.51403,120.489
10/15/2005,149.938,77.8885,222.628,54.0183,41.4597,60.3742,38.7183,20.9897,14.2594,31.3537,234.933,139.208,57.8238,28.1751,20.4902,44.0507,148.302,19.5807,9.51403,120.489
10/16/2005,149.938,77.8885,222.628,54.0183,41.4597,60.3742,38.7183,20.9897,14.2594,31.3537,234.933,139.208,57.8238,28.1751,20.4902,44.0507,148.302,19.5807,9.51403,120.489
10/17/2005,149.938,77.8885,223.203,54.0698,41.5064,60.3742,38.7227,21.0134,14.2594,31.4491,234.964,139.317,57.8597,28.1784,20.5131,44.1021,148.547,19.5827,9.5321,120.869
10/18/2005,150.07,78.056,223.491,54.2242,41.5531,60.3742,38.7681,21.016,14.2726,31.4491,235.152,139.426,57.8597,28.1813,20.5157,44.1535,148.547,19.5848,9.55016,120.884
10/19/2005,150.203,78.056,223.779,54.3272,41.5531,60.3742,38.7725,21.0397,14.2726,31.4968,235.342,139.535,57.9315,28.1845,20.5387,44.16,148.608,19.6629,9.55162,120.899
10/20/2005,150.203,78.056,223.491,54.3272,41.5531,60.3742,38.7768,21.0424,14.2858,31.4729,235.372,139.535,57.9674,28.1877,20.5411,44.1664,148.608,19.6649,9.56968,120.914
10/21/2005,150.601,78.2235,223.779,54.5332,41.6931,60.3742,38.9127,21.1135,14.3253,31.4491,236.031,139.972,58.0751,28.2573,20.6098,44.3204,148.853,19.6711,9.63904,121.508
10/22/2005,150.601,78.2235,223.779,54.5332,41.6931,60.3742,38.9127,21.1135,14.3253,31.4491,236.031,139.972,58.0751,28.2573,20.6098,44.3204,148.853,19.6711,9.63904,121.508
10/23/2005,150.601,78.2235,223.779,54.5332,41.6931,60.3742,38.9127,21.1135,14.3253,31.4491,236.031,139.972,58.0751,28.2573,20.6098,44.3204,148.853,19.6711,9.63904,121.508
10/24/2005,150.468,78.056,224.066,54.4302,41.6558,60.3742,38.8353,21.0529,14.299,31.4729,235.434,139.743,58.0033,28.2304,20.5513,44.2365,148.731,19.6732,9.59177,121.34
10/25/2005,150.203,77.8885,224.066,54.2757,41.562,60.3742,38.717,21.0134,14.2594,31.5256,234.835,139.304,57.8597,28.1439,20.513,44.1526,148.608,19.5991,9.54307,120.989
10/26/2005,149.673,77.5535,223.491,54.1727,41.4212,60.3742,38.5578,20.9317,14.2067,31.4538,233.924,138.866,57.7161,28.0572,20.4338,44.0237,148.272,19.5251,9.46096,120.456
10/27/2005,149.673,77.654,222.916,54.2242,41.4212,60.3742,38.644,20.9555,14.2199,31.4538,234.269,138.975,57.7801,28.09,20.4566,44.0299,148.333,19.5272,9.47945,120.471
10/28/2005,149.673,77.654,222.916,54.2757,41.3743,60.3742,38.6162,20.9423,14.2199,31.4299,234.392,138.975,57.7441,28.0997,20.4436,44.0036,148.333,19.5333,9.46702,120.516
10/29/2005,149.673,77.654,222.916,54.2757,41.3743,60.3742,38.6162,20.9423,14.2199,31.4299,234.392,138.975,57.7441,28.0997,20.4436,44.0036,148.333,19.5333,9.46702,120.516
10/30/2005,149.673,77.654,222.916,54.2757,41.3743,60.3742,38.6162,20.9423,14.2199,31.4299,234.392,138.975,57.7441,28.0997,20.4436,44.0036,148.333,19.5333,9.46702,120.516
10/31/2005,150.209,77.654,223.203,54.2757,41.4212,59.9341,38.6207,20.9502,14.2199,31.4299,234.423,138.975,57.7801,28.1029,20.446,44.0866,148.394,19.5398,9.48516,120.531
11/1/2005,150.076,77.654,223.203,54.1727,41.3743,59.9341,38.5841,20.9529,14.2067,31.4299,234.296,138.975,57.7801,28.0762,20.4485,44.0477,148.394,19.5418,9.48661,120.547
11/2/2005,149.943,77.4859,223.491,54.1213,41.3743,60.2642,38.5476,20.9133,14.1935,31.406,234.01,138.756,57.7081,28.0494,20.41,44.0089,148.272,19.4676,9.45483,120.196
11/3/2005,149.81,77.3178,223.779,54.1213,41.3274,60.2642,38.4702,20.8737,14.1672,31.3582,233.57,138.536,57.6361,28.0227,20.3717,43.97,148.272,19.3933,9.42287,120.028
11/4/2005,149.677,77.3178,223.779,54.1213,41.3274,60.2642,38.443,20.8818,14.154,31.2625,233.444,138.536,57.6001,28.0025,20.3593,43.9893,148.149,19.3993,9.42721,120.075
11/5/2005,149.677,77.3178,223.779,54.1213,41.3274,60.2642,38.443,20.8818,14.154,31.2625,233.444,138.536,57.6001,28.0025,20.3593,43.9893,148.149,19.3993,9.42721,120.075
11/6/2005,149.677,77.3178,223.779,54.1213,41.3274,60.2642,38.443,20.8818,14.154,31.2625,233.444,138.536,57.6001,28.0025,20.3593,43.9893,148.149,19.3993,9.42721,120.075
11/7/2005,149.677,77.3178,223.779,54.0698,41.3274,60.2642,38.4886,20.8845,14.1672,31.2386,233.633,138.646,57.6361,28.0358,20.3824,43.9957,148.272,19.4013,9.44536,120.09
11/8/2005,150.076,77.654,223.779,54.2242,41.4212,60.2642,38.6162,20.9507,14.2199,31.3103,234.453,138.975,57.8161,28.0991,20.4464,44.1379,148.517,19.4796,9.49687,120.473
11/9/2005,149.677,77.4859,223.586,54.2757,41.3274,60.2642,38.4976,20.8899,14.1804,31.2864,233.697,138.536,57.6721,28.0424,20.3875,44.0085,148.333,19.4816,9.4482,120.121
11/10/2005,150.076,77.654,223.586,54.5332,41.4212,60.2642,38.6253,20.9561,14.2199,31.2864,234.516,138.975,57.8161,28.1457,20.4514,44.1053,148.579,19.4836,9.49977,120.687
11/11/2005,150.076,77.654,223.875,54.5332,41.4212,60.2642,38.639,20.9561,14.2199,31.3103,234.547,139.085,57.8161,28.1457,20.4591,44.1246,148.64,19.4836,9.50405,120.687
11/12/2005,150.076,77.654,223.875,54.5332,41.4212,60.2642,38.639,20.9561,14.2199,31.3103,234.547,139.085,57.8161,28.1457,20.4591,44.1246,148.64,19.4836,9.50405,120.687
11/13/2005,150.076,77.654,223.875,54.5332,41.4212,60.2642,38.639,20.9561,14.2199,31.3103,234.547,139.085,57.8161,28.1457,20.4591,44.1246,148.64,19.4836,9.50405,120.687
11/14/2005,149.411,77.4859,223.297,54.4817,41.3274,60.2642,38.5206,20.9165,14.1935,31.1668,234.105,138.756,57.7441,28.0889,20.4207,44.0404,148.333,19.4856,9.45538,120.153
11/15/2005,149.677,77.654,223.007,54.5332,41.4212,60.2642,38.6074,20.9615,14.2199,31.2147,234.451,138.975,57.8521,28.1523,20.464,44.092,148.456,19.4876,9.49024,120.535
11/16/2005,149.943,77.822,223.007,54.5847,41.4681,60.2642,38.7351,21.0066,14.2594,31.2386,235.112,139.304,57.9961,28.2154,20.5073,44.189,148.701,19.5659,9.54186,120.918
11/17/2005,150.076,77.9901,223.297,54.6362,41.515,60.2642,38.7807,21.0516,14.2858,31.3342,235.458,139.414,58.0321,28.2487,20.5508,44.2451,148.824,19.6442,9.56001,121.117
11/18/2005,149.943,77.822,223.875,54.5847,41.515,60.2642,38.7124,21.0174,14.2594,31.2864,235.174,139.304,57.9601,28.1986,20.5177,44.2189,148.763,19.5739,9.54768,120.98
11/19/2005,149.943,77.822,223.875,54.5847,41.515,60.2642,38.7124,21.0174,14.2594,31.2864,235.174,139.304,57.9601,28.1986,20.5177,44.2189,148.763,19.5739,9.54768,120.98
11/20/2005,149.943,77.822,223.875,54.5847,41.515,60.2642,38.7124,21.0174,14.2594,31.2864,235.174,139.304,57.9601,28.1986,20.5177,44.2189,148.763,19.5739,9.54768,120.98
11/21/2005,150.209,77.9901,224.164,54.6877,41.562,60.2642,38.7991,21.0624,14.2858,31.3582,235.521,139.524,58.0681,28.2319,20.5613,44.2716,148.947,19.6522,9.58255,121.179
11/22/2005,150.475,78.1582,224.454,54.7907,41.6089,60.2642,38.8857,21.0863,14.3122,31.4299,235.867,139.732,58.1396,28.2653,20.6048,44.3232,149.008,19.6542,9.58753,121.378
11/23/2005,150.209,77.9901,224.743,54.7392,41.562,60.2642,38.8131,21.0494,14.2858,31.4727,235.425,139.512,58.0674,28.2419,20.5689,44.2843,148.947,19.6582,9.55657,121.042
11/24/2005,150.209,77.9901,224.743,54.7392,41.562,60.2642,38.8131,21.0494,14.2858,31.4727,235.425,139.512,58.0674,28.2419,20.5689,44.2843,148.947,19.6582,9.55657,121.042
11/25/2005,150.475,78.1582,225.032,54.9452,41.6182,60.2642,38.9097,21.0998,14.3253,31.4967,235.929,139.842,58.1396,28.2819,20.5967,44.3485,149.131,19.6643,9.59484,121.273
11/26/2005,150.475,78.1582,225.032,54.9452,41.6182,60.2642,38.9097,21.0998,14.3253,31.4967,235.929,139.842,58.1396,28.2819,20.5967,44.3485,149.131,19.6643,9.59484,121.273
11/27/2005,150.475,78.1582,225.032,54.9452,41.6182,60.2642,38.9097,21.0998,14.3253,31.4967,235.929,139.842,58.1396,28.2819,20.5967,44.3485,149.131,19.6643,9.59484,121.273
11/28/2005,150.742,78.259,225.032,54.9452,41.6654,60.2642,38.9556,21.1237,14.3385,31.5928,236.118,139.952,58.2118,28.315,20.6196,44.4001,149.254,19.6663,9.63018,121.472
11/29/2005,150.342,78.0904,225.321,54.8422,41.6182,60.2642,38.7964,21.0418,14.299,31.5448,235.86,139.512,58.0674,28.258,20.5605,44.3159,149.131,19.5919,9.58083,121.12
11/30/2005,150.766,77.9217,225.032,54.7907,41.6182,60.4858,38.8015,21.0526,14.2858,31.5208,235.575,139.292,58.0674,28.2312,20.5423,44.3285,149.008,19.6001,9.56536,121.183
12/1/2005,150.499,77.7531,225.611,54.8422,41.5711,60.4858,38.724,21.0127,14.2594,31.5208,235.289,139.182,58.0313,28.2044,20.5037,44.2892,149.008,19.5255,9.5498,121.014
12/2/2005,150.499,77.9217,225.611,54.9967,41.5711,60.4858,38.7386,21.0416,14.2726,31.6168,235.479,139.292,58.0313,28.2142,20.5315,44.3077,149.131,19.6081,9.55413,121.059
12/3/2005,150.499,77.9217,225.611,54.9967,41.5711,60.4858,38.7386,21.0416,14.2726,31.6168,235.479,139.292,58.0313,28.2142,20.5315,44.3077,149.131,19.6081,9.55413,121.059
12/4/2005,150.499,77.9217,225.611,54.9967,41.5711,60.4858,38.7386,21.0416,14.2726,31.6168,235.479,139.292,58.0313,28.2142,20.5315,44.3077,149.131,19.6081,9.55413,121.059
12/5/2005,150.232,77.7531,225.321,55.0482,41.524,60.4858,38.7022,21.0016,14.2463,31.6408,235.035,139.071,57.9591,28.1873,20.4929,44.223,149.008,19.5335,9.50476,120.706
12/6/2005,150.499,78.0904,225.611,55.1511,41.6182,60.4858,38.8306,21.0679,14.299,31.6888,235.699,139.512,58.1035,28.2509,20.557,44.3201,149.377,19.6122,9.57397,121.274
12/7/2005,150.366,77.9217,225.611,55.0482,41.5711,60.7443,38.7941,21.0492,14.2858,31.6168,235.572,139.402,58.0674,28.224,20.539,44.2808,149.254,19.6144,9.54153,121.105
12/8/2005,150.766,78.0904,225.706,55.0997,41.6654,60.7443,38.8811,21.0942,14.3253,31.6408,236.236,139.732,58.1978,28.2875,20.6032,44.3779,149.377,19.6931,9.5938,121.488
12/9/2005,150.499,77.9217,225.997,54.9967,41.6182,60.7443,38.8128,21.0594,14.2858,31.6168,235.476,139.402,58.0506,28.2371,20.5287,44.3054,149.192,19.623,9.54732,121.165
12/10/2005,150.499,77.9217,225.997,54.9967,41.6182,60.7443,38.8128,21.0594,14.2858,31.6168,235.476,139.402,58.0506,28.2371,20.5287,44.3054,149.192,19.623,9.54732,121.165
12/11/2005,150.499,77.9217,225.997,54.9967,41.6182,60.7443,38.8128,21.0594,14.2858,31.6168,235.476,139.402,58.0506,28.2371,20.5287,44.3054,149.192,19.623,9.54732,121.165
12/12/2005,148.763,77.9217,226.288,54.9452,41.6182,60.7443,38.7763,21.062,14.2858,31.6888,235.507,139.402,58.0506,28.2404,20.5312,44.3116,149.254,19.6251,9.54877,121.18
12/13/2005,148.763,77.9217,226.288,54.9967,41.6182,60.7443,38.8221,21.0645,14.299,31.6888,235.538,139.512,58.0874,28.2436,20.5541,44.3187,149.316,19.6272,9.55023,121.195
12/14/2005,149.431,78.259,226.579,55.0482,41.7596,60.7443,38.9504,21.152,14.3517,31.7368,236.519,140.095,58.2713,28.3377,20.6387,44.4622,149.623,19.7059,9.63639,121.763
12/15/2005,149.297,78.259,226.579,54.8937,41.7596,60.7443,38.955,21.1332,14.3385,31.6408,236.392,139.985,58.2346,28.3139,20.6206,44.4694,149.623,19.7081,9.62072,121.594
12/16/2005,149.564,78.259,226.579,54.7392,41.8068,60.7443,39.0103,21.1623,14.3649,31.649,236.74,140.206,58.3081,28.3537,20.6486,44.5362,149.562,19.7145,9.65904,121.824
12/17/2005,149.564,78.259,226.579,54.7392,41.8068,60.7443,39.0103,21.1623,14.3649,31.649,236.74,140.206,58.3081,28.3537,20.6486,44.5362,149.562,19.7145,9.65904,121.824
12/18/2005,149.564,78.259,226.579,54.7392,41.8068,60.7443,39.0103,21.1623,14.3649,31.649,236.74,140.206,58.3081,28.3537,20.6486,44.5362,149.562,19.7145,9.65904,121.824
12/19/2005,149.564,78.4277,226.288,54.7907,41.8068,60.7443,39.015,21.1435,14.3649,31.5975,236.771,140.317,58.3081,28.3571,20.6511,44.5434,149.5,19.7167,9.66045,121.839
12/20/2005,149.297,78.259,226.288,54.7907,41.8068,60.7443,38.9785,21.1247,14.3517,31.5459,236.486,140.095,58.2713,28.3302,20.6331,44.505,149.5,19.7188,9.62803,121.67
12/21/2005,149.297,78.259,226.579,54.6877,41.7596,60.7443,38.9421,21.1272,14.3385,31.5459,236.359,140.095,58.2346,28.3335,20.6151,44.4667,149.377,19.721,9.62949,121.685
12/22/2005,149.564,78.4277,226.579,54.7392,41.8539,60.7443,39.0704,21.1726,14.3649,31.5459,237.023,140.428,58.3449,28.367,20.6586,44.5647,149.5,19.7231,9.68177,122.068
12/23/2005,149.965,78.5964,226.869,54.8422,41.9482,60.7443,39.1716,21.2256,14.4044,31.5975,237.529,140.76,58.4921,28.4404,20.73,44.6771,149.808,19.8082,9.73866,122.497
12/24/2005,149.965,78.5964,226.869,54.8422,41.9482,60.7443,39.1716,21.2256,14.4044,31.5975,237.529,140.76,58.4921,28.4404,20.73,44.6771,149.808,19.8082,9.73866,122.497
12/25/2005,149.965,78.5964,226.869,54.8422,41.9482,60.7443,39.1716,21.2256,14.4044,31.5975,237.529,140.76,58.4921,28.4404,20.73,44.6771,149.808,19.8082,9.73866,122.497
12/26/2005,149.965,78.5964,226.869,54.8422,41.9482,60.7443,39.1716,21.2256,14.4044,31.5975,237.529,140.76,58.4921,28.4404,20.73,44.6771,149.808,19.8082,9.73866,122.497
12/27/2005,150.098,78.765,226.579,55.0687,42.0047,60.7443,39.2175,21.2709,14.4308,31.5459,238.036,140.981,58.5656,28.4739,20.753,44.7297,149.91,19.8104,9.77415,122.697
12/28/2005,149.965,78.5289,226.869,54.9623,42.0047,60.7443,39.1811,21.2307,14.4174,31.6232,237.591,140.871,58.5252,28.4468,20.735,44.6914,149.848,19.8125,9.74159,122.528
12/29/2005,149.831,78.5289,226.869,54.9091,41.9574,60.7443,39.1858,21.2333,14.4174,31.649,237.967,140.76,58.5252,28.449,20.7374,44.6988,149.91,19.8147,9.76006,122.543
12/30/2005,151.996,78.5289,226.869,54.9091,42.0047,61.3391,39.163,21.241,14.4037,31.6747,237.808,140.649,58.4883,28.4285,20.7267,44.7198,149.91,19.819,9.74893,122.389
12/31/2005,151.996,78.5289,226.869,54.9091,42.0047,61.3391,39.163,21.241,14.4037,31.6747,237.808,140.649,58.4883,28.4285,20.7267,44.7198,149.91,19.819,9.74893,122.389
1/1/2006,151.996,78.5289,226.869,54.9091,42.0047,61.3391,39.163,21.241,14.4037,31.6747,237.808,140.649,58.4883,28.4285,20.7267,44.7198,149.91,19.819,9.74893,122.389
1/2/2006,151.996,78.5289,226.869,54.9091,42.0047,61.3391,39.163,21.241,14.4037,31.6747,237.808,140.649,58.4883,28.4285,20.7267,44.7198,149.91,19.819,9.74893,122.389
1/3/2006,152.403,78.6985,227.742,54.8559,42.0521,61.3391,39.2089,21.2648,14.4312,31.8035,238.219,140.981,58.5621,28.4698,20.7497,44.7267,150.158,19.8211,9.7504,122.62
1/4/2006,152.674,78.6985,228.324,55.0155,42.0994,61.3391,39.2548,21.2887,14.4586,31.9837,238.409,141.092,58.599,28.5046,20.7728,44.7791,150.407,19.9001,9.78593,122.635
1/5/2006,152.674,78.6985,228.615,54.9623,42.0994,61.3391,39.2594,21.2911,14.4586,31.9065,238.6,141.203,58.599,28.5081,20.7752,44.7859,150.407,19.8255,9.78736,122.65
1/6/2006,152.674,78.6985,229.292,54.8559,42.1468,61.3391,39.2731,21.277,14.4586,31.9322,238.472,141.092,58.5621,28.4883,20.7826,44.8062,150.407,19.8322,9.77477,122.696
1/7/2006,152.674,78.6985,229.292,54.8559,42.1468,61.3391,39.2731,21.277,14.4586,31.9322,238.472,141.092,58.5621,28.4883,20.7826,44.8062,150.407,19.8322,9.77477,122.696
1/8/2006,152.674,78.6985,229.292,54.8559,42.1468,61.3391,39.2731,21.277,14.4586,31.9322,238.472,141.092,58.5621,28.4883,20.7826,44.8062,150.407,19.8322,9.77477,122.696
