as_of,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
1/9/2006,152.809,78.8681,229.585,54.8559,42.1468,61.3391,39.2777,21.3008,14.4586,31.9837,238.504,141.203,58.599,28.4916,20.7852,44.8129,150.532,19.9112,9.79315,122.711
1/10/2006,152.403,78.6985,229.292,54.7495,42.0994,61.3391,39.1996,21.2389,14.4312,31.958,238.058,140.871,58.5252,28.4647,20.7465,44.7283,150.407,19.8366,9.74355,122.356
1/11/2006,152.267,78.5289,229.292,54.6431,42.0521,61.971,39.1628,21.2199,14.4174,31.9837,237.771,140.76,58.4515,28.4379,20.7284,44.6895,150.345,19.8389,9.7112,122.187
1/12/2006,152.538,78.6985,229,54.7495,42.0994,61.971,39.2499,21.2652,14.4449,31.9837,238.28,141.203,58.5621,28.502,20.7723,44.7877,150.532,19.8411,9.76371,122.572
1/13/2006,152.809,78.8681,229,54.8027,42.1942,61.971,39.3507,21.3392,14.486,32.061,238.947,141.646,58.7098,28.5462,20.8234,44.8998,150.842,19.9268,9.82062,123.002
1/14/2006,152.809,78.8681,229,54.8027,42.1942,61.971,39.3507,21.3392,14.486,32.061,238.947,141.646,58.7098,28.5462,20.8234,44.8998,150.842,19.9268,9.82062,123.002
1/15/2006,152.809,78.8681,229,54.8027,42.1942,61.971,39.3507,21.3392,14.486,32.061,238.947,141.646,58.7098,28.5462,20.8234,44.8998,150.842,19.9268,9.82062,123.002
1/16/2006,152.809,78.8681,229,54.8027,42.1942,61.971,39.3507,21.3392,14.486,32.061,238.947,141.646,58.7098,28.5462,20.8234,44.8998,150.842,19.9268,9.82062,123.002
1/17/2006,152.809,79.0377,229,54.9091,42.1942,61.971,39.3965,21.3417,14.4998,32.0095,239.138,141.646,58.7467,28.5802,20.8464,44.9066,150.78,19.929,9.82209,123.017
1/18/2006,152.809,79.0377,228.707,54.8027,42.1942,61.971,39.4012,21.3441,14.4998,31.958,239.011,141.646,58.7467,28.5837,20.8488,44.9135,150.78,19.9312,9.82356,123.033
1/19/2006,152.674,78.8681,229.292,54.8027,42.1468,61.971,39.3231,21.3036,14.4723,31.9837,238.724,141.424,58.6729,28.5271,20.8101,44.829,150.718,19.9335,9.80801,122.863
1/20/2006,152.809,79.0377,229,54.8027,42.1942,61.971,39.3783,21.3323,14.486,32.061,238.913,141.646,58.7098,28.5678,20.8381,44.8747,150.842,19.9401,9.82943,122.908
1/21/2006,152.809,79.0377,229,54.8027,42.1942,61.971,39.3783,21.3323,14.486,32.061,238.913,141.646,58.7098,28.5678,20.8381,44.8747,150.842,19.9401,9.82943,122.908
1/22/2006,152.809,79.0377,229,54.8027,42.1942,61.971,39.3783,21.3323,14.486,32.061,238.913,141.646,58.7098,28.5678,20.8381,44.8747,150.842,19.9401,9.82943,122.908
1/23/2006,152.809,79.0377,229,54.8027,42.2415,61.971,39.3829,21.3347,14.4998,32.1897,239.102,141.757,58.7098,28.5713,20.8406,44.8815,150.967,19.9424,9.83091,122.924
1/24/2006,152.674,78.8681,229.585,54.8027,42.2036,61.971,39.3462,21.3157,14.486,32.164,238.814,141.635,58.6729,28.5447,20.8225,44.8427,150.905,19.9446,9.81528,122.939
1/25/2006,152.131,78.6985,229.292,54.7495,42.1085,61.971,39.1854,21.2538,14.4312,32.1539,237.891,141.079,58.5252,28.4574,20.7426,44.7128,150.656,19.87,9.73127,122.399
1/26/2006,151.86,78.5289,229.585,54.8027,42.0609,61.971,39.1073,21.2133,14.4037,32.1281,237.603,140.857,58.4112,28.4308,20.7039,44.674,150.532,19.7954,9.68145,122.045
1/27/2006,151.86,78.6137,230.17,54.8559,42.1085,61.971,39.1627,21.242,14.4174,32.1281,237.792,141.079,58.4853,28.4715,20.7321,44.7404,150.656,19.8021,9.72005,122.275
1/28/2006,151.86,78.6137,230.17,54.8559,42.1085,61.971,39.1627,21.242,14.4174,32.1281,237.792,141.079,58.4853,28.4715,20.7321,44.7404,150.656,19.8021,9.72005,122.275
1/29/2006,151.86,78.6137,230.17,54.8559,42.1085,61.971,39.1627,21.242,14.4174,32.1281,237.792,141.079,58.4853,28.4715,20.7321,44.7404,150.656,19.8021,9.72005,122.275
1/30/2006,151.86,78.4436,230.17,54.7495,42.1085,61.971,39.126,21.223,14.4037,32.1281,237.783,140.968,58.4112,28.4448,20.714,44.7016,150.594,19.8043,9.7044,122.291
1/31/2006,152.497,78.6137,230.17,54.6963,42.1085,61.971,39.1306,21.2302,14.4174,32.2056,237.972,140.968,58.4112,28.4481,20.7165,44.7491,150.656,19.8108,9.72295,122.306
2/1/2006,152.225,78.4436,230.17,54.6963,42.1085,62.6821,39.0942,21.2113,14.39,32.1539,237.525,140.745,58.3742,28.4213,20.6777,44.7105,150.532,19.736,9.70733,122.137
2/2/2006,152.225,78.4436,229.877,54.8027,42.1085,62.6821,39.0992,21.2139,14.39,32.1281,237.718,140.745,58.3742,28.4249,20.701,44.7177,150.594,19.7382,9.72599,122.34
2/3/2006,152.225,78.6137,229.877,54.8559,42.1561,62.6821,39.1557,21.2433,14.4037,32.1281,237.91,140.968,58.4482,28.4662,20.7296,44.7851,150.719,19.8226,9.76468,122.576
2/4/2006,152.225,78.6137,229.877,54.8559,42.1561,62.6821,39.1557,21.2433,14.4037,32.1281,237.91,140.968,58.4482,28.4662,20.7296,44.7851,150.719,19.8226,9.76468,122.576
2/5/2006,152.225,78.6137,229.877,54.8559,42.1561,62.6821,39.1557,21.2433,14.4037,32.1281,237.91,140.968,58.4482,28.4662,20.7296,44.7851,150.719,19.8226,9.76468,122.576
2/6/2006,152.225,78.6137,229.877,54.8559,42.1561,62.6821,39.1607,21.246,14.4037,32.1281,237.942,140.968,58.4112,28.4698,20.7322,44.7943,150.781,19.825,9.76617,122.593
2/7/2006,152.089,78.4436,229.585,54.8027,42.1085,62.6821,39.1242,21.2271,14.4037,32.0506,237.815,140.857,58.4112,28.4431,20.7141,44.7554,150.594,19.8274,9.73346,122.239
2/8/2006,151.817,78.4436,229.681,54.8027,42.1085,62.6821,39.0876,21.2082,14.39,32.0506,237.528,140.745,58.3742,28.4163,20.6961,44.7164,150.594,19.7528,9.70076,122.07
2/9/2006,151.953,78.4436,229.681,54.8559,42.1561,62.6821,39.1341,21.2323,14.4037,32.1023,237.88,140.857,58.4112,28.4503,20.7194,44.7693,150.656,19.8323,9.7364,122.272
2/10/2006,151.817,78.4436,229.681,54.7495,42.1085,62.6821,39.1075,21.2186,14.3763,32.0765,237.434,140.745,58.3372,28.4004,20.6859,44.6982,150.594,19.7624,9.70667,122.137
2/11/2006,151.817,78.4436,229.681,54.7495,42.1085,62.6821,39.1075,21.2186,14.3763,32.0765,237.434,140.745,58.3372,28.4004,20.6859,44.6982,150.594,19.7624,9.70667,122.137
2/12/2006,151.817,78.4436,229.681,54.7495,42.1085,62.6821,39.1075,21.2186,14.3763,32.0765,237.434,140.745,58.3372,28.4004,20.6859,44.6982,150.594,19.7624,9.70667,122.137
2/13/2006,151.817,78.4436,229.681,54.7495,42.1085,62.6821,39.1124,21.2213,14.39,32.0506,237.467,140.745,58.3742,28.404,20.6885,44.7051,150.594,19.7649,9.70815,122.154
2/14/2006,151.681,78.2734,229.975,54.5899,42.0609,62.6821,39.076,21.2024,14.3626,32.0765,237.34,140.634,58.3372,28.3773,20.6704,44.6662,150.532,19.7673,9.67544,121.986
2/15/2006,151.817,78.4436,230.269,54.7495,42.1085,62.6821,39.081,21.205,14.3763,32.0506,237.373,140.745,58.3372,28.4113,20.673,44.6732,150.656,19.7697,9.69402,122.003
2/16/2006,151.817,78.4436,230.564,54.8027,42.1561,62.6821,39.0861,21.2076,14.39,32.1023,237.566,140.857,58.3742,28.4148,20.6756,44.7259,150.719,19.7721,9.71241,122.205
2/17/2006,152.361,78.6137,231.152,54.9623,42.2988,62.6821,39.2309,21.2612,14.4174,32.2056,238.237,141.301,58.4853,28.4901,20.7481,44.8845,151.093,19.8589,9.78676,122.644
2/18/2006,152.361,78.6137,231.152,54.9623,42.2988,62.6821,39.2309,21.2612,14.4174,32.2056,238.237,141.301,58.4853,28.4901,20.7481,44.8845,151.093,19.8589,9.78676,122.644
2/19/2006,152.361,78.6137,231.152,54.9623,42.2988,62.6821,39.2309,21.2612,14.4174,32.2056,238.237,141.301,58.4853,28.4901,20.7481,44.8845,151.093,19.8589,9.78676,122.644
2/20/2006,152.361,78.6137,231.152,54.9623,42.2988,62.6821,39.2309,21.2612,14.4174,32.2056,238.237,141.301,58.4853,28.4901,20.7481,44.8845,151.093,19.8589,9.78676,122.644
2/21/2006,152.089,78.6137,231.152,54.9623,42.2512,62.6821,39.1945,21.2422,14.4174,32.1798,237.951,141.179,58.4482,28.4631,20.7302,44.8456,150.906,19.7843,9.75402,122.475
2/22/2006,152.225,78.7839,231.74,55.0155,42.3464,62.6821,39.2411,21.2879,14.4449,32.1798,238.302,141.402,58.5223,28.4971,20.7742,44.8985,151.093,19.8638,9.80679,122.678
2/23/2006,152.225,78.6137,231.74,54.8559,42.2988,62.6821,39.2047,21.2475,14.4174,32.1539,238.016,141.179,58.4316,28.4703,20.7562,44.8138,150.999,19.8662,9.77393,122.509
2/24/2006,152.225,78.6988,231.74,54.9091,42.3083,62.6821,39.2201,21.2554,14.4312,32.1798,238.208,141.291,58.4316,28.4811,20.7642,44.835,151.125,19.8734,9.77841,122.56
2/25/2006,152.225,78.6988,231.74,54.9091,42.3083,62.6821,39.2201,21.2554,14.4312,32.1798,238.208,141.291,58.4316,28.4811,20.7642,44.835,151.125,19.8734,9.77841,122.56
2/26/2006,152.225,78.6988,231.74,54.9091,42.3083,62.6821,39.2201,21.2554,14.4312,32.1798,238.208,141.291,58.4316,28.4811,20.7642,44.835,151.125,19.8734,9.77841,122.56
2/27/2006,152.225,78.6988,232.034,54.9091,42.3083,62.6821,39.2254,21.2364,14.4174,32.1798,238.375,141.179,58.4316,28.4543,20.7461,44.8418,150.999,19.8759,9.74556,122.391
2/28/2006,153.04,78.8695,231.74,54.9091,42.3561,62.9834,39.2723,21.2821,14.4586,32.3094,238.893,141.514,58.543,28.5186,20.7901,44.9482,151.312,19.8783,9.79858,122.779
3/1/2006,152.63,78.6988,232.034,54.8559,42.3083,62.4184,39.2357,21.263,14.4312,32.3354,238.284,141.291,58.5059,28.4916,20.7511,44.8626,151.187,19.8034,9.74858,122.422
3/2/2006,152.357,78.5281,231.74,54.6431,42.2605,62.4184,39.1575,21.2006,14.4037,32.3613,237.836,140.956,58.3944,28.4647,20.7122,44.7769,151.062,19.8058,9.69861,122.251
3/3/2006,151.948,78.3574,231.74,54.6431,42.2127,62.4184,39.0895,21.1863,14.3763,32.2835,237.548,140.733,58.3201,28.4143,20.6784,44.7038,150.874,19.7348,9.65175,121.924
3/4/2006,151.948,78.3574,231.74,54.6431,42.2127,62.4184,39.0895,21.1863,14.3763,32.2835,237.548,140.733,58.3201,28.4143,20.6784,44.7038,150.874,19.7348,9.65175,121.924
3/5/2006,151.948,78.3574,231.74,54.6431,42.2127,62.4184,39.0895,21.1863,14.3763,32.2835,237.548,140.733,58.3201,28.4143,20.6784,44.7038,150.874,19.7348,9.65175,121.924
3/6/2006,151.675,78.1867,231.152,54.5899,42.1171,62.4184,39.0113,21.1239,14.3489,32.1538,236.939,140.398,58.2087,28.3568,20.6395,44.618,150.499,19.6596,9.5846,121.567
3/7/2006,151.675,78.1867,230.564,54.6431,42.1171,62.4184,38.9747,21.1263,14.3489,31.9983,236.812,140.398,58.2087,28.3603,20.6421,44.6245,150.373,19.6618,9.60322,121.582
3/8/2006,151.538,78.1867,230.564,54.6431,42.1171,62.4184,38.9798,21.1287,14.3489,31.9464,236.844,140.398,58.2458,28.3639,20.6448,44.5894,150.311,19.6639,9.58803,121.598
3/9/2006,151.675,78.1867,230.367,54.6963,42.1171,62.4184,39.0264,21.1528,14.3626,31.9464,237.038,140.509,58.283,28.3674,20.6474,44.5958,150.373,19.7433,9.60677,121.799
3/10/2006,151.538,78.1867,230.662,54.6963,42.0693,62.4184,38.9998,21.1385,14.3489,31.9205,236.91,140.398,58.2458,28.3781,20.6345,44.5689,150.311,19.7497,9.59428,121.659
3/11/2006,151.538,78.1867,230.662,54.6963,42.0693,62.4184,38.9998,21.1385,14.3489,31.9205,236.91,140.398,58.2458,28.3781,20.6345,44.5689,150.311,19.7497,9.59428,121.659
3/12/2006,151.538,78.1867,230.662,54.6963,42.0693,62.4184,38.9998,21.1385,14.3489,31.9205,236.91,140.398,58.2458,28.3781,20.6345,44.5689,150.311,19.7497,9.59428,121.659
3/13/2006,151.538,78.1867,230.958,54.6431,42.0693,62.4184,38.9632,21.1193,14.3351,31.9723,236.622,140.286,58.2087,28.3512,20.6163,44.5753,150.248,19.6745,9.57868,121.674
3/14/2006,152.084,78.3574,231.549,54.6963,42.1649,62.4184,39.1348,21.2081,14.39,32.076,237.616,140.844,58.4316,28.4463,20.7019,44.72,150.686,19.754,9.63178,122.062
3/15/2006,151.948,78.3574,231.845,54.5899,42.1649,62.4184,39.0564,21.1674,14.3763,32.1538,237.328,140.733,58.3944,28.4193,20.6837,44.6804,150.686,19.7561,9.599,121.891
3/16/2006,152.494,78.5281,232.437,54.6431,42.2605,62.4184,39.1863,21.2562,14.4312,32.2316,238.161,141.291,58.5802,28.5142,20.7485,44.8251,151.062,19.8356,9.68644,122.465
3/17/2006,152.357,78.5281,232.732,54.5899,42.2605,62.4184,39.2014,21.2419,14.4174,32.1538,237.873,141.179,58.543,28.4946,20.7355,44.7982,150.999,19.842,9.65662,122.325
3/18/2006,152.357,78.5281,232.732,54.5899,42.2605,62.4184,39.2014,21.2419,14.4174,32.1538,237.873,141.179,58.543,28.4946,20.7355,44.7982,150.999,19.842,9.65662,122.325
3/19/2006,152.357,78.5281,232.732,54.5899,42.2605,62.4184,39.2014,21.2419,14.4174,32.1538,237.873,141.179,58.543,28.4946,20.7355,44.7982,150.999,19.842,9.65662,122.325
3/20/2006,152.494,78.5281,232.732,54.6431,42.3083,62.4184,39.2064,21.2659,14.4312,32.102,238.225,141.291,58.6173,28.5286,20.759,44.8507,150.937,19.8441,9.67537,122.527
3/21/2006,152.084,78.3574,232.732,54.5899,42.2127,62.4184,39.0866,21.2036,14.4037,32.0242,237.456,140.956,58.4687,28.4406,20.6993,44.7648,150.624,19.7689,9.62539,122.169
3/22/2006,152.221,78.3574,233.028,54.6431,42.2605,62.4184,39.1333,21.2276,14.4037,32.0501,237.648,140.956,58.5059,28.4746,20.7019,44.7712,150.686,19.771,9.64412,122.185
3/23/2006,151.948,78.3574,233.028,54.6431,42.2127,62.4184,39.0968,21.1868,14.39,31.9723,237.359,140.733,58.3944,28.4172,20.6838,44.7314,150.499,19.7731,9.61118,122.014
3/24/2006,152.357,78.5281,233.324,54.7495,42.3179,62.4184,39.1954,21.2589,14.4312,32.0071,238.032,141.279,58.5802,28.5193,20.754,44.8426,150.812,19.8569,9.66765,122.432
3/25/2006,152.357,78.5281,233.324,54.7495,42.3179,62.4184,39.1954,21.2589,14.4312,32.0071,238.032,141.279,58.5802,28.5193,20.754,44.8426,150.812,19.8569,9.66765,122.432
3/26/2006,152.357,78.5281,233.324,54.7495,42.3179,62.4184,39.1954,21.2589,14.4312,32.0071,238.032,141.279,58.5802,28.5193,20.754,44.8426,150.812,19.8569,9.66765,122.432
3/27/2006,152.221,78.5281,233.324,54.7495,42.2698,62.4184,39.1588,21.2398,14.4174,32.0071,237.743,141.055,58.543,28.4922,20.7152,44.8028,150.624,19.7816,9.65195,122.261
3/28/2006,151.675,78.1867,233.324,54.6431,42.1738,62.4184,39.039,21.1774,14.3763,31.8508,236.974,140.607,58.3944,28.4042,20.6556,44.6708,150.154,19.7064,9.56726,121.904
3/29/2006,151.402,78.1184,233.324,54.5367,42.0777,62.4184,39.0025,21.1582,14.3626,31.8508,236.685,140.383,58.3164,28.3772,20.6168,44.585,150.029,19.7085,9.51699,121.547
3/30/2006,151.129,77.9471,233.028,54.3239,42.0297,62.4184,38.9243,21.1174,14.3351,31.9289,236.493,140.159,58.2046,28.3199,20.5779,44.4991,149.966,19.6333,9.48403,121.376
3/31/2006,151.906,77.9471,233.028,54.4303,42.0777,61.8116,38.9394,21.1415,14.3351,31.9289,236.526,140.271,58.2419,28.3539,20.6064,44.5515,150.029,19.6355,9.48864,121.391
4/1/2006,151.906,77.9471,233.028,54.4303,42.0777,61.8116,38.9394,21.1415,14.3351,31.9289,236.526,140.271,58.2419,28.3539,20.6064,44.5515,150.029,19.6355,9.48864,121.391
4/2/2006,151.906,77.9471,233.028,54.4303,42.0777,61.8116,38.9394,21.1415,14.3351,31.9289,236.526,140.271,58.2419,28.3539,20.6064,44.5515,150.029,19.6355,9.48864,121.391
4/3/2006,151.906,77.9471,233.028,54.3771,42.0297,61.8116,38.9026,21.1224,14.3351,31.9289,236.237,140.159,58.2046,28.3341,20.5674,44.5113,150.029,19.6376,9.49018,121.439
4/4/2006,151.906,77.9471,233.324,54.3771,42.0297,61.8116,38.9075,21.1249,14.3351,32.0071,236.431,140.271,58.2419,28.3377,20.5908,44.5178,150.154,19.6398,9.47462,121.268
4/5/2006,152.044,78.1184,233.619,54.3771,42.0777,59.8397,38.9961,21.1492,14.3626,32.0592,236.786,140.495,58.3537,28.4027,20.6142,44.5704,150.28,19.7196,9.51078,121.471
4/6/2006,151.769,77.9471,233.324,54.3239,41.9816,59.8397,38.9174,21.1301,14.3351,32.0331,236.175,140.159,58.2046,28.345,20.5751,44.4841,150.029,19.6442,9.4432,121.112
4/7/2006,151.221,77.7757,232.534,54.2707,41.9336,59.8397,38.8066,21.0728,14.294,31.981,235.564,139.711,58.0928,28.264,20.5204,44.4104,149.714,19.5732,9.37874,120.786
4/8/2006,151.221,77.7757,232.534,54.2707,41.9336,59.8397,38.8066,21.0728,14.294,31.981,235.564,139.711,58.0928,28.264,20.5204,44.4104,149.714,19.5732,9.37874,120.786
4/9/2006,151.221,77.7757,232.534,54.2707,41.9336,59.8397,38.8066,21.0728,14.294,31.981,235.564,139.711,58.0928,28.264,20.5204,44.4104,149.714,19.5732,9.37874,120.786
4/10/2006,151.221,77.7757,232.534,54.3771,41.9336,59.8397,38.8116,21.0754,14.294,31.981,235.596,139.711,58.0928,28.2676,20.523,44.3704,149.714,19.5754,9.363,120.802
4/11/2006,151.495,77.9471,232.237,54.4303,41.9816,59.8397,38.8582,21.0996,14.3214,32.0592,235.951,140.047,58.2046,28.3019,20.5465,44.4693,149.903,19.6552,9.39924,121.005
4/12/2006,151.221,77.7757,232.237,54.4303,41.8856,59.8397,38.8213,21.0588,14.294,32.0331,235.339,139.711,58.0928,28.2748,20.5074,44.3831,149.714,19.5798,9.36625,120.834
4/13/2006,150.81,77.6044,232.237,54.3239,41.8375,59.8397,38.7154,21.0258,14.2666,31.955,234.889,139.487,57.9811,28.1973,20.4763,44.2968,149.463,19.511,9.32056,120.523
4/14/2006,150.81,77.6044,232.237,54.3239,41.8375,59.8397,38.7154,21.0258,14.2666,31.955,234.889,139.487,57.9811,28.1973,20.4763,44.2968,149.463,19.511,9.32056,120.523
4/15/2006,150.81,77.6044,232.237,54.3239,41.8375,59.8397,38.7154,21.0258,14.2666,31.955,234.889,139.487,57.9811,28.1973,20.4763,44.2968,149.463,19.511,9.32056,120.523
4/16/2006,150.81,77.6044,232.237,54.3239,41.8375,59.8397,38.7154,21.0258,14.2666,31.955,234.889,139.487,57.9811,28.1973,20.4763,44.2968,149.463,19.511,9.32056,120.523
4/17/2006,151.084,77.6044,232.237,54.3771,41.8856,59.8397,38.8039,21.0501,14.294,32.0852,235.242,139.711,58.0928,28.2621,20.4998,44.3496,149.714,19.5908,9.33933,120.726
4/18/2006,151.495,77.7757,232.832,54.4835,41.9336,59.8397,38.8507,21.096,14.3214,32.1894,235.758,140.047,58.2046,28.3269,20.5442,44.4024,150.029,19.6706,9.37535,120.929
4/19/2006,151.221,77.7757,233.129,54.4835,41.8856,59.8397,38.8138,21.0552,14.3077,32.2415,235.308,139.823,58.0928,28.2692,20.5051,44.3626,149.903,19.5952,9.32511,120.571
4/20/2006,151.221,77.6044,233.426,54.4303,41.8856,59.8397,38.8186,21.0578,14.294,32.1633,235.18,139.711,58.0928,28.273,20.5078,44.3238,149.84,19.5974,9.32663,120.587
4/21/2006,151.358,77.7757,233.426,54.4835,41.9336,59.8397,38.8332,21.0872,14.3214,32.2516,235.534,139.924,58.1674,28.2839,20.5364,44.3895,150.029,19.604,9.36416,120.822
4/22/2006,151.358,77.7757,233.426,54.4835,41.9336,59.8397,38.8332,21.0872,14.3214,32.2516,235.534,139.924,58.1674,28.2839,20.5364,44.3895,150.029,19.604,9.36416,120.822
4/23/2006,151.358,77.7757,233.426,54.4835,41.9336,59.8397,38.8332,21.0872,14.3214,32.2516,235.534,139.924,58.1674,28.2839,20.5364,44.3895,150.029,19.604,9.36416,120.822
4/24/2006,151.632,77.9471,233.426,54.3771,41.9912,59.8397,38.8799,21.1115,14.3351,32.3039,235.888,140.261,58.2419,28.3182,20.5806,44.4886,150.28,19.6838,9.40187,121.024
4/25/2006,151.221,77.6044,233.426,54.2174,41.8947,59.8397,38.8012,21.049,14.294,32.2255,234.954,139.699,58.0556,28.2299,20.4999,44.3561,149.872,19.6084,9.31667,120.666
4/26/2006,150.947,77.553,233.426,54.2707,41.8464,59.8397,38.7225,21.0082,14.2666,32.2516,234.665,139.474,57.9615,28.2027,20.4817,44.2699,149.809,19.533,9.30085,120.495
4/27/2006,151.221,77.725,233.724,54.3239,41.8947,59.8397,38.811,21.0542,14.294,32.3563,235.472,139.699,58.0737,28.2676,20.5051,44.369,149.998,19.6129,9.31971,120.698
4/28/2006,152.02,77.725,234.021,54.3771,41.9912,62.0532,38.8675,21.0888,14.3077,32.487,235.667,139.924,58.1485,28.2785,20.5338,44.4188,150.313,19.6238,9.34161,120.933
4/29/2006,152.02,77.725,234.021,54.3771,41.9912,62.0532,38.8675,21.0888,14.3077,32.487,235.667,139.924,58.1485,28.2785,20.5338,44.4188,150.313,19.6238,9.34161,120.933
4/30/2006,152.02,77.725,234.021,54.3771,41.9912,62.0532,38.8675,21.0888,14.3077,32.487,235.667,139.924,58.1485,28.2785,20.5338,44.4188,150.313,19.6238,9.34161,120.933
5/1/2006,151.607,77.553,234.021,54.2707,41.8947,62.0532,38.7462,21.0477,14.2803,32.487,235.216,139.699,57.9989,28.2206,20.4737,44.3321,150.124,19.5481,9.29137,120.573
5/2/2006,151.882,77.725,234.318,54.3239,41.943,62.0532,38.793,21.0502,14.294,32.6178,235.411,139.811,58.0737,28.2549,20.4973,44.3848,150.376,19.5504,9.32758,120.776
5/3/2006,151.607,77.553,234.318,54.3771,41.8947,59.6871,38.7559,21.031,14.2803,32.5917,234.96,139.586,57.9989,28.2278,20.479,44.2981,150.25,19.5526,9.29444,120.416
5/4/2006,151.469,77.553,234.318,54.3239,41.8464,59.6871,38.7187,21.0117,14.2666,32.5655,234.993,139.586,57.9989,28.2009,20.4607,44.3044,150.187,19.5548,9.29599,120.431
5/5/2006,151.744,77.725,234.913,54.3771,41.9912,59.6871,38.8168,21.0627,14.294,32.6178,235.511,139.924,58.1485,28.2731,20.5106,44.4165,150.502,19.5614,9.33537,120.665
5/6/2006,151.744,77.725,234.913,54.3771,41.9912,59.6871,38.8168,21.0627,14.294,32.6178,235.511,139.924,58.1485,28.2731,20.5106,44.4165,150.502,19.5614,9.33537,120.665
5/7/2006,151.744,77.725,234.913,54.3771,41.9912,59.6871,38.8168,21.0627,14.294,32.6178,235.511,139.924,58.1485,28.2731,20.5106,44.4165,150.502,19.5614,9.33537,120.665
5/8/2006,151.744,77.725,235.21,54.2707,41.9912,59.6871,38.7797,21.0652,14.294,32.5655,235.383,139.811,58.1111,28.246,20.5133,44.4228,150.376,19.5636,9.33692,120.681
5/9/2006,151.744,77.725,235.309,54.2707,41.9912,59.6871,38.7845,21.0677,14.2803,32.644,235.417,139.811,58.1111,28.2496,20.516,44.3826,150.439,19.5658,9.33841,120.696
5/10/2006,151.882,77.725,235.309,54.2174,41.9912,59.6871,38.7893,21.0702,14.2803,32.644,235.45,139.924,58.1111,28.2532,20.5187,44.389,150.439,19.5681,9.35732,120.899
5/11/2006,151.607,77.553,234.711,54.2174,41.943,59.6871,38.7522,21.0509,14.2803,32.5917,235.161,139.699,58.0363,28.2261,20.5005,44.3488,150.25,19.5703,9.30686,120.727
5/12/2006,151.332,77.3811,234.113,54.111,41.8464,59.6871,38.6828,21.0148,14.2391,32.4086,234.71,139.474,57.9615,28.2062,20.4458,44.2749,149.872,19.4991,9.2595,120.398
5/13/2006,151.332,77.3811,234.113,54.111,41.8464,59.6871,38.6828,21.0148,14.2391,32.4086,234.71,139.474,57.9615,28.2062,20.4458,44.2749,149.872,19.4991,9.2595,120.398
5/14/2006,151.332,77.3811,234.113,54.111,41.8464,59.6871,38.6828,21.0148,14.2391,32.4086,234.71,139.474,57.9615,28.2062,20.4458,44.2749,149.872,19.4991,9.2595,120.398
5/15/2006,151.469,77.553,233.814,54.2174,41.8947,59.6871,38.7715,21.0391,14.2666,32.3039,235.067,139.586,58.0737,28.2405,20.4904,44.3278,149.872,19.5013,9.2784,120.601
5/16/2006,151.744,77.725,233.814,54.2174,41.9912,59.6871,38.8184,21.0851,14.294,32.4609,235.585,139.924,58.1859,28.3055,20.5349,44.3807,150.25,19.5814,9.31473,120.804
